SampleID	Year_Plot	SampleName	SampleNo	SampleType	LibraryType	Year	TubeName	Seedlot	OriginalNo	RepNo	VarietyFullName	Variety	Plot.x	Location	PreCrop	PreCrop_clean	SoilType	Plot.y	M_52	M_52_method2	X52_method1	M_class1	M_class2	S_48	S_48_method2	S_48_method1	V_50	V_50_method2	V_50_method1
HeelEye2019.11.12.E.16S_000000000.JKRF4	2020_A_11	HeelEye2019-11-12-E-16S	153	Eye	16S	2019-2020	11-12-E	11	11	12	Challenger	A	A_11	BRANTGUM	NA	Unknown	Clay	A_11	779.6687345	1.726025939	-0.544631861	High	High	782.6958358	1.090308562	-0.894714164	721.8341657	0.705712466	0.349758122
HeelEye2019.11.34.E.16S_000000000.JLHG5	2020_A_11	HeelEye2019-11-34-E-16S	307	Eye	16S	2019-2020	11-34-E	11	11	34	Challenger	A	A_11	BRANTGUM	NA	Unknown	Clay	A_11	779.6687345	1.726025939	-0.544631861	High	High	782.6958358	1.090308562	-0.894714164	721.8341657	0.705712466	0.349758122
HeelEye2019.12.12.E.16S_000000000.JMM89	2020_A_12	HeelEye2019-12-12-E-16S	211	Eye	16S	2019-2020	12-12-E	12	12	12	Challenger	A	A_12	HIJUM	Grasland	Grass	Clay	A_12	697.4083009	0.4562878	-0.814597586	High	Middle	813.9923469	1.64240923	-0.750857554	722.138554	0.712627358	0.353902419
HeelEye2019.12.34.E.16S_000000000.JLHG5	2020_A_12	HeelEye2019-12-34-E-16S	317	Eye	16S	2019-2020	12-34-E	12	12	34	Challenger	A	A_12	HIJUM	Grasland	Grass	Clay	A_12	697.4083009	0.4562878	-0.814597586	High	Middle	813.9923469	1.64240923	-0.750857554	722.138554	0.712627358	0.353902419
HeelEye2019.13.12.E.16S_000000000.JMLN7	2020_A_13	HeelEye2019-13-12-E-16S	535	Eye	16S	2019-2020	13-12-E	13	13	12	Challenger	A	A_13	MARRUM	NA	Unknown	Clay	A_13	555.4822354	-1.734424434	-1.280376473	Low	Low	738.9803112	0.319124505	-1.095655641	627.8266094	-1.429888537	-0.930170061
HeelEye2019.13.34.E.16S_000000000.JMMDW	2020_A_13	HeelEye2019-13-34-E-16S	438	Eye	16S	2019-2020	13-34-E	13	13	34	Challenger	A	A_13	MARRUM	NA	Unknown	Clay	A_13	555.4822354	-1.734424434	-1.280376473	Low	Low	738.9803112	0.319124505	-1.095655641	627.8266094	-1.429888537	-0.930170061
HeelEye2019.14.12.E.16S_000000000.JLB35	2020_A_14	HeelEye2019-14-12-E-16S	497	Eye	16S	2019-2020	14-12-E	14	14	12	Challenger	A	A_14	FERWERT	tarwe	Wheat	Clay	A_14	612.5576793	-0.853431414	-1.093063898	Low	Middle	742.4221721	0.379842254	-1.079834886	705.4547344	0.333615465	0.1267495
HeelEye2019.14.34.E.16S_000000000.JLBMN	2020_A_14	HeelEye2019-14-34-E-16S	409	Eye	16S	2019-2020	14-34-E	14	14	34	Challenger	A	A_14	FERWERT	tarwe	Wheat	Clay	A_14	612.5576793	-0.853431414	-1.093063898	Low	Middle	742.4221721	0.379842254	-1.079834886	705.4547344	0.333615465	0.1267495
HeelEye2019.15.12.E.16S_000000000.JLHG5	2020_A_15	HeelEye2019-15-12-E-16S	332	Eye	16S	2019-2020	15-12-E	15	15	12	Challenger	A	A_15	OUDE LEIJE	NA	Unknown	Clay	A_15	679.5189477	0.18015512	-0.873307612	Middle	Middle	808.6002545	1.547287515	-0.775642685	666.3176753	-0.555474158	-0.406107933
HeelEye2019.15.34.E.16S_000000000.JFHYF	2020_A_15	HeelEye2019-15-34-E-16S	23	Eye	16S	2019-2020	15-34-E	15	15	34	Challenger	A	A_15	OUDE LEIJE	NA	Unknown	Clay	A_15	679.5189477	0.18015512	-0.873307612	Middle	Middle	808.6002545	1.547287515	-0.775642685	666.3176753	-0.555474158	-0.406107933
HeelEye2019.16.12.E.16S_000000000.JMM89	2020_A_16	HeelEye2019-16-12-E-16S	196	Eye	16S	2019-2020	16-12-E	16	16	12	Challenger	A	A_16	ST. ANNAPAROCHIE	Zaaiuien	Onion	Clay	A_16	614.2237168	-0.827715145	-1.087596227	Low	Middle	621.3083284	-1.75672287	-1.636543169	675.112934	-0.355669332	-0.286359053
HeelEye2019.16.34.E.16S_000000000.JK6WL	2020_A_16	HeelEye2019-16-34-E-16S	703	Eye	16S	2019-2020	16-34-E	16	16	34	Challenger	A	A_16	ST. ANNAPAROCHIE	Zaaiuien	Onion	Clay	A_16	614.2237168	-0.827715145	-1.087596227	Low	Middle	621.3083284	-1.75672287	-1.636543169	675.112934	-0.355669332	-0.286359053
HeelEye2019.17.12.E.16S_000000000.JKP74	2020_A_17	HeelEye2019-17-12-E-16S	272	Eye	16S	2019-2020	17-12-E	17	17	12	Challenger	A	A_17	DRONRIJP	Wintertarwe	Wheat	Clay	A_17	680.1135392	0.189332988	-0.871356257	Middle	Middle	688.9847104	-0.562846158	-1.325463929	660.3055184	-0.69205433	-0.487964427
HeelEye2019.17.34.E.16S_000000000.JH6L7	2020_A_17	HeelEye2019-17-34-E-16S	66	Eye	16S	2019-2020	17-34-E	17	17	34	Challenger	A	A_17	DRONRIJP	Wintertarwe	Wheat	Clay	A_17	680.1135392	0.189332988	-0.871356257	Middle	Middle	688.9847104	-0.562846158	-1.325463929	660.3055184	-0.69205433	-0.487964427
HeelEye2019.18.12.E.16S_000000000.JMLM7	2020_A_18	HeelEye2019-18-12-E-16S	354	Eye	16S	2019-2020	18-12-E	18	18	12	Challenger	A	A_18	OUDE BILDTZIJL	NA	Unknown	Clay	A_18	706.3345714	0.59407003	-0.785302979	High	Middle	732.9186916	0.212191683	-1.123518301	657.9434162	-0.745714993	-0.520124833
HeelEye2019.18.34.E.16S_000000000.JK6WL	2020_A_18	HeelEye2019-18-34-E-16S	692	Eye	16S	2019-2020	18-34-E	18	18	34	Challenger	A	A_18	OUDE BILDTZIJL	NA	Unknown	Clay	A_18	706.3345714	0.59407003	-0.785302979	High	Middle	732.9186916	0.212191683	-1.123518301	657.9434162	-0.745714993	-0.520124833
HeelEye2019.19.34.E.16S_000000000.JMHTR	2020_A_19	HeelEye2019-19-34-E-16S	647	Eye	16S	2019-2020	19-34-E	19	19	34	Challenger	A	A_19	MARKNESSE	Tarwe	Wheat	Clay	A_19	660.4377499	-0.114374384	-0.935929084	Middle	Middle	705.1340927	-0.277955464	-1.25123216	671.1191306	-0.446397897	-0.340735337
HeelEye2019.19.12.E.16S_000000000.JH6L7	2020_A_19	HeelEye2019-19-12-E-16S	81	Eye	16S	2019-2020	19-12-E	19	19	12	Challenger	A	A_19	MARKNESSE	Tarwe	Wheat	Clay	A_19	660.4377499	-0.114374384	-0.935929084	Middle	Middle	705.1340927	-0.277955464	-1.25123216	671.1191306	-0.446397897	-0.340735337
HeelEye2019.2.3.E.16S_000000000.JKP74	2020_A_2	HeelEye2019-2-3-E-16S	251	Eye	16S	2019-2020	2-3-E	2	2	3	Challenger	A	A_2	BLIJHAM	NA	Unknown	Clay	A_2	572.8269688	-1.46669828	-1.223453802	Low	Low	628.0785892	-1.637288934	-1.60542319	640.2020596	-1.148751309	-0.761676293
HeelEye2019.2.12.E.16S_000000000.JKP3P	2020_A_2	HeelEye2019-2-12-E-16S	130	Eye	16S	2019-2020	2-12-E	2	2	12	Challenger	A	A_2	BLIJHAM	NA	Unknown	Clay	A_2	572.8269688	-1.46669828	-1.223453802	Low	Low	628.0785892	-1.637288934	-1.60542319	640.2020596	-1.148751309	-0.761676293
HeelEye2019.20.12.E.16S_000000000.JKP3P	2020_A_20	HeelEye2019-20-12-E-16S	104	Eye	16S	2019-2020	20-12-E	20	20	12	Challenger	A	A_20	MARKNESSE	Peen	Carrot	Clay	A_20	616.3627331	-0.794698172	-1.080576314	Low	Middle	676.2199025	-0.788029692	-1.384138265	632.4291877	-1.32533023	-0.867505208
HeelEye2019.20.34.E.16S_000000000.JLBMN	2020_A_20	HeelEye2019-20-34-E-16S	408	Eye	16S	2019-2020	20-34-E	20	20	34	Challenger	A	A_20	MARKNESSE	Peen	Carrot	Clay	A_20	616.3627331	-0.794698172	-1.080576314	Low	Middle	676.2199025	-0.788029692	-1.384138265	632.4291877	-1.32533023	-0.867505208
HeelEye2019.21.12.E.16S_000000000.JMMDW	2020_A_21	HeelEye2019-21-12-E-16S	461	Eye	16S	2019-2020	21-12-E	21	21	12	Challenger	A	A_21	EMMELOORD	Witlof	Chicory	Clay	A_21	560.7407455	-1.65325624	-1.263118875	Low	Low	696.8106652	-0.42478876	-1.289491379	562.6790558	-2.909867236	-1.81716461
HeelEye2019.21.34.E.16S_000000000.JKP3P	2020_A_21	HeelEye2019-21-34-E-16S	135	Eye	16S	2019-2020	21-34-E	21	21	34	Challenger	A	A_21	EMMELOORD	Witlof	Chicory	Clay	A_21	560.7407455	-1.65325624	-1.263118875	Low	Low	696.8106652	-0.42478876	-1.289491379	562.6790558	-2.909867236	-1.81716461
HeelEye2019.22.12.E.16S_000000000.JKP3P	2020_A_22	HeelEye2019-22-12-E-16S	120	Eye	16S	2019-2020	22-12-E	22	22	12	Challenger	A	A_22	WIERINGERWERF	NA	Unknown	Clay	A_22	625.2111257	-0.658118031	-1.05153729	Low	Middle	723.0927083	0.038851853	-1.168684123	703.2118681	0.282663523	0.096212509
HeelEye2019.22.34.E.16S_000000000.JFHYF	2020_A_22	HeelEye2019-22-34-E-16S	1	Eye	16S	2019-2020	22-34-E	22	22	34	Challenger	A	A_22	WIERINGERWERF	NA	Unknown	Clay	A_22	625.2111257	-0.658118031	-1.05153729	Low	Middle	723.0927083	0.038851853	-1.168684123	703.2118681	0.282663523	0.096212509
HeelEye2019.23.12.E.16S_000000000.JMHTR	2020_A_23	HeelEye2019-23-12-E-16S	667	Eye	16S	2019-2020	23-12-E	23	23	12	Challenger	A	A_23	TERHOLE	NA	Unknown	Clay	A_23	742.5286273	1.152746557	-0.666519815	High	High	825.1255395	1.838809496	-0.699683053	735.057875	1.006119881	0.529801079
HeelEye2019.23.34.E.16S_000000000.JMMDW	2020_A_23	HeelEye2019-23-34-E-16S	472	Eye	16S	2019-2020	23-34-E	23	23	34	Challenger	A	A_23	TERHOLE	NA	Unknown	Clay	A_23	742.5286273	1.152746557	-0.666519815	High	High	825.1255395	1.838809496	-0.699683053	735.057875	1.006119881	0.529801079
HeelEye2019.24.12.E.16S_000000000.JFHYF	2020_A_24	HeelEye2019-24-12-E-16S	19	Eye	16S	2019-2020	24-12-E	24	24	12	Challenger	A	A_24	ZAAMSLAG	Tarwe	Wheat	Clay	A_24	659.559387	-0.12793243	-0.938811732	Middle	Middle	680.0403452	-0.720633394	-1.366577331	703.3248661	0.285230536	0.097750996
HeelEye2019.24.34.E.16S_000000000.JFHYF	2020_A_24	HeelEye2019-24-34-E-16S	16	Eye	16S	2019-2020	24-34-E	24	24	34	Challenger	A	A_24	ZAAMSLAG	Tarwe	Wheat	Clay	A_24	659.559387	-0.12793243	-0.938811732	Middle	Middle	680.0403452	-0.720633394	-1.366577331	703.3248661	0.285230536	0.097750996
HeelEye2019.25.12.E.16S_000000000.JMMDW	2020_A_25	HeelEye2019-25-12-E-16S	474	Eye	16S	2019-2020	25-12-E	25	25	12	Challenger	A	A_25	ZUIDZANDE	Wintertarwe	Wheat	Clay	A_25	632.0742315	-0.552181959	-1.029013662	Middle	Middle	747.7786901	0.474336403	-1.055213275	615.0577949	-1.719961953	-1.104019549
HeelEye2019.25.34.E.16S_000000000.JLHG5	2020_A_25	HeelEye2019-25-34-E-16S	291	Eye	16S	2019-2020	25-34-E	25	25	34	Challenger	A	A_25	ZUIDZANDE	Wintertarwe	Wheat	Clay	A_25	632.0742315	-0.552181959	-1.029013662	Middle	Middle	747.7786901	0.474336403	-1.055213275	615.0577949	-1.719961953	-1.104019549
HeelEye2019.27.12.E.16S_000000000.JLHG5	2020_A_27	HeelEye2019-27-12-E-16S	295	Eye	16S	2019-2020	27-12-E	27	27	12	Challenger	A	A_27	KUITAART	Winterpeen	Carrot	Clay	A_27	752.613082	1.308406041	-0.633424231	High	High	761.2875629	0.712645961	-0.993118793	708.5590968	0.4041383	0.169015898
HeelEye2019.27.34.E.16S_000000000.JLB35	2020_A_27	HeelEye2019-27-34-E-16S	513	Eye	16S	2019-2020	27-34-E	27	27	34	Challenger	A	A_27	KUITAART	Winterpeen	Carrot	Clay	A_27	752.613082	1.308406041	-0.633424231	High	High	761.2875629	0.712645961	-0.993118793	708.5590968	0.4041383	0.169015898
HeelEye2019.28.12.E.16S_000000000.JLBCC	2020_A_28	HeelEye2019-28-12-E-16S	614	Eye	16S	2019-2020	28-12-E	28	28	12	Challenger	A	A_28	KUITAART	Winterpeen	Carrot	Clay	A_28	760.559055	1.431056804	-0.607346805	High	High	789.8711072	1.216887276	-0.861732526	697.1017614	0.143858192	0.013022412
HeelEye2019.28.34.E.16S_000000000.JLHG5	2020_A_28	HeelEye2019-28-34-E-16S	319	Eye	16S	2019-2020	28-34-E	28	28	34	Challenger	A	A_28	KUITAART	Winterpeen	Carrot	Clay	A_28	760.559055	1.431056804	-0.607346805	High	High	789.8711072	1.216887276	-0.861732526	697.1017614	0.143858192	0.013022412
HeelEye2019.29.12.E.16S_000000000.JMHR7	2020_A_29	HeelEye2019-29-12-E-16S	675	Eye	16S	2019-2020	29-12-E	29	29	12	Challenger	A	A_29	KRUISLAND	Wintertarwe	Wheat	Clay	A_29	763.8881104	1.482442731	-0.596421372	High	High	803.0420712	1.449235796	-0.801191265	767.7950857	1.749822013	0.975523532
HeelEye2019.29.34.E.16S_000000000.JFHYF	2020_A_29	HeelEye2019-29-34-E-16S	6	Eye	16S	2019-2020	29-34-E	29	29	34	Challenger	A	A_29	KRUISLAND	Wintertarwe	Wheat	Clay	A_29	763.8881104	1.482442731	-0.596421372	High	High	803.0420712	1.449235796	-0.801191265	767.7950857	1.749822013	0.975523532
HeelEye2019.3.12.E.16S_000000000.JKRF4	2020_A_3	HeelEye2019-3-12-E-16S	186	Eye	16S	2019-2020	3-12-E	3	3	12	Challenger	A	A_3	USQUERT	Wintertarwe	Wheat	Clay	A_3	662.618751	-0.080709349	-0.928771383	Middle	Middle	650.3065223	-1.245166735	-1.503250935	709.7389072	0.430940447	0.18507921
HeelEye2019.3.34.E.16S_000000000.JFHYF	2020_A_3	HeelEye2019-3-34-E-16S	40	Eye	16S	2019-2020	3-34-E	3	3	34	Challenger	A	A_3	USQUERT	Wintertarwe	Wheat	Clay	A_3	662.618751	-0.080709349	-0.928771383	Middle	Middle	650.3065223	-1.245166735	-1.503250935	709.7389072	0.430940447	0.18507921
HeelEye2019.30.34.E.16S_000000000.JMLM7	2020_A_30	HeelEye2019-30-34-E-16S	381	Eye	16S	2019-2020	30-34-E	30	30	34	Challenger	A	A_30	STAVENISSE	Tarwe	Wheat	Clay	A_30	754.3442558	1.335127726	-0.627742793	High	High	709.3746006	-0.20314881	-1.231740368	727.8240773	0.841787286	0.431311744
HeelEye2019.30.12.E.16S_000000000.JMM89	2020_A_30	HeelEye2019-30-12-E-16S	225	Eye	16S	2019-2020	30-12-E	30	30	12	Challenger	A	A_30	STAVENISSE	Tarwe	Wheat	Clay	A_30	754.3442558	1.335127726	-0.627742793	High	High	709.3746006	-0.20314881	-1.231740368	727.8240773	0.841787286	0.431311744
HeelEye2019.4.12.E.16S_000000000.JMM89	2020_A_4	HeelEye2019-4-12-E-16S	240	Eye	16S	2019-2020	4-12-E	4	4	12	Challenger	A	A_4	OUDESCHIP	NA	Unknown	Clay	A_4	613.1602543	-0.844130315	-1.091086343	Low	Middle	713.3626536	-0.132795705	-1.213409002	665.7014224	-0.56947378	-0.414498316
HeelEye2019.4.34.E.16S_000000000.JKRF4	2020_A_4	HeelEye2019-4-34-E-16S	160	Eye	16S	2019-2020	4-34-E	4	4	34	Challenger	A	A_4	OUDESCHIP	NA	Unknown	Clay	A_4	613.1602543	-0.844130315	-1.091086343	Low	Middle	713.3626536	-0.132795705	-1.213409002	665.7014224	-0.56947378	-0.414498316
HeelEye2019.5.12.E.16S_000000000.JK6WL	2020_A_5	HeelEye2019-5-12-E-16S	697	Eye	16S	2019-2020	5-12-E	5	5	12	Challenger	A	A_5	KLOOSTERBUREN	Suikerbieten	Sugar beet	Clay	A_5	671.7116013	0.059644139	-0.898930088	Middle	Middle	693.1406735	-0.489530956	-1.306360753	709.0135983	0.414463362	0.17520401
HeelEye2019.5.34.E.16S_000000000.JK6WL	2020_A_5	HeelEye2019-5-34-E-16S	705	Eye	16S	2019-2020	5-34-E	5	5	34	Challenger	A	A_5	KLOOSTERBUREN	Suikerbieten	Sugar beet	Clay	A_5	671.7116013	0.059644139	-0.898930088	Middle	Middle	693.1406735	-0.489530956	-1.306360753	709.0135983	0.414463362	0.17520401
HeelEye2019.6.34.E.16S_000000000.JKP3P	2020_A_6	HeelEye2019-6-34-E-16S	140	Eye	16S	2019-2020	6-34-E	6	6	34	Challenger	A	A_6	HOUWERZIJL	Wintertarwe en groenbemester	Wheat	Clay	A_6	675.634897	0.120202514	-0.886054452	Middle	Middle	696.7880151	-0.425188329	-1.289595491	740.9595118	1.14018933	0.610152823
HeelEye2019.6.12.E.16S_000000000.JH6L7	2020_A_6	HeelEye2019-6-12-E-16S	76	Eye	16S	2019-2020	6-12-E	6	6	12	Challenger	A	A_6	HOUWERZIJL	Wintertarwe en groenbemester	Wheat	Clay	A_6	675.634897	0.120202514	-0.886054452	Middle	Middle	696.7880151	-0.425188329	-1.289595491	740.9595118	1.14018933	0.610152823
HeelEye2019.7.12.E.16S_000000000.JMMDW	2020_A_7	HeelEye2019-7-12-E-16S	463	Eye	16S	2019-2020	7-12-E	7	7	12	Challenger	A	A_7	HOUWERZIJL	Wintertarwe	Wheat	Clay	A_7	635.5499741	-0.49853183	-1.017606825	Middle	Middle	683.3625245	-0.662026945	-1.351306701	725.6991053	0.793513589	0.402379905
HeelEye2019.7.34.E.16S_000000000.JLB35	2020_A_7	HeelEye2019-7-34-E-16S	528	Eye	16S	2019-2020	7-34-E	7	7	34	Challenger	A	A_7	HOUWERZIJL	Wintertarwe	Wheat	Clay	A_7	635.5499741	-0.49853183	-1.017606825	Middle	Middle	683.3625245	-0.662026945	-1.351306701	725.6991053	0.793513589	0.402379905
HeelEye2019.8.12.E.16S_000000000.JLHG5	2020_A_8	HeelEye2019-8-12-E-16S	305	Eye	16S	2019-2020	8-12-E	8	8	12	Challenger	A	A_8	EZINGE	Graszaad	Grass	Clay	A_8	676.2581683	0.129823073	-0.884008974	Middle	Middle	727.2881515	0.112863521	-1.149399474	718.6774589	0.634000505	0.306779045
HeelEye2019.8.34.E.16S_000000000.JH6L7	2020_A_8	HeelEye2019-8-34-E-16S	82	Eye	16S	2019-2020	8-34-E	8	8	34	Challenger	A	A_8	EZINGE	Graszaad	Grass	Clay	A_8	676.2581683	0.129823073	-0.884008974	Middle	Middle	727.2881515	0.112863521	-1.149399474	718.6774589	0.634000505	0.306779045
HeelEye2019.9.12.E.16S_000000000.JMHTR	2020_A_9	HeelEye2019-9-12-E-16S	670	Eye	16S	2019-2020	9-12-E	9	9	12	Challenger	A	A_9	WARFFUM	Wintergerst	Barley	Clay	A_9	759.6659631	1.417271407	-0.610277791	High	High	757.1699017	0.640006443	-1.012045911	734.200519	0.986643039	0.518128037
HeelEye2019.9.34.E.16S_000000000.JMM89	2020_A_9	HeelEye2019-9-34-E-16S	239	Eye	16S	2019-2020	9-34-E	9	9	34	Challenger	A	A_9	WARFFUM	Wintergerst	Barley	Clay	A_9	759.6659631	1.417271407	-0.610277791	High	High	757.1699017	0.640006443	-1.012045911	734.200519	0.986643039	0.518128037
HeelEye2019.31.34.E.16S_000000000.JLBCC	2020_B_31	HeelEye2019-31-34-E-16S	603	Eye	16S	2019-2020	31-34-E	31	31	34	Colomba	B	B_31	EENUM	Oud grasland	Grass	Clay	B_31	1605.144233	1.34463196	2.164448089	High	High	1387.910586	0.887949756	1.887197913	798.009925	0.057818773	1.386903488
HeelEye2019.31.12.E.16S_000000000.JMHTR	2020_B_31	HeelEye2019-31-12-E-16S	657	Eye	16S	2019-2020	31-12-E	31	31	12	Colomba	B	B_31	EENUM	Oud grasland	Grass	Clay	B_31	1605.144233	1.34463196	2.164448089	High	High	1387.910586	0.887949756	1.887197913	798.009925	0.057818773	1.386903488
HeelEye2019.33.12.E.16S_000000000.JLBMN	2020_B_33	HeelEye2019-33-12-E-16S	431	Eye	16S	2019-2020	33-12-E	33	33	12	Colomba	B	B_33	STARTENHUIZEN	Grasland	Grass	Clay	B_33	1580.025524	1.160748916	2.082012462	High	High	1491.826602	1.956946028	2.364855174	886.5666157	1.13510205	2.592617249
HeelEye2019.33.34.E.16S_000000000.JMLN7	2020_B_33	HeelEye2019-33-34-E-16S	531	Eye	16S	2019-2020	33-34-E	33	33	34	Colomba	B	B_33	STARTENHUIZEN	Grasland	Grass	Clay	B_33	1580.025524	1.160748916	2.082012462	High	High	1491.826602	1.956946028	2.364855174	886.5666157	1.13510205	2.592617249
HeelEye2019.34.34.E.16S_000000000.JKP3P	2020_B_34	HeelEye2019-34-34-E-16S	139	Eye	16S	2019-2020	34-34-E	34	34	34	Colomba	B	B_34	ZEERIJP	Grasland	Grass	Clay	B_34	1293.418276	-0.937376976	1.141412831	Low	Middle	1203.719782	-1.006842697	1.040551954	715.4367013	-0.946676228	0.262655603
HeelEye2019.34.12.E.16S_000000000.JKP3P	2020_B_34	HeelEye2019-34-12-E-16S	111	Eye	16S	2019-2020	34-12-E	34	34	12	Colomba	B	B_34	ZEERIJP	Grasland	Grass	Clay	B_34	1293.418276	-0.937376976	1.141412831	Low	Middle	1203.719782	-1.006842697	1.040551954	715.4367013	-0.946676228	0.262655603
HeelEye2019.35.12.E.16S_000000000.JMMDW	2020_B_35	HeelEye2019-35-12-E-16S	447	Eye	16S	2019-2020	35-12-E	35	35	12	Colomba	B	B_35	PIETERZIJL	NA	Unknown	Clay	B_35	1523.0684	0.743790803	1.895088194	High	Middle	1332.687117	0.319859438	1.633359361	862.8956657	0.847147313	2.270333412
HeelEye2019.35.34.E.16S_000000000.JH6L7	2020_B_35	HeelEye2019-35-34-E-16S	52	Eye	16S	2019-2020	35-34-E	35	35	34	Colomba	B	B_35	PIETERZIJL	NA	Unknown	Clay	B_35	1523.0684	0.743790803	1.895088194	High	Middle	1332.687117	0.319859438	1.633359361	862.8956657	0.847147313	2.270333412
HeelEye2019.36.12.E.16S_000000000.JMHTR	2020_B_36	HeelEye2019-36-12-E-16S	666	Eye	16S	2019-2020	36-12-E	36	36	12	Colomba	B	B_36	HOUWERZIJL	Wintertarwe en groenbemester	Wheat	Clay	B_36	1489.797935	0.500232332	1.785899794	High	Middle	1395.54065	0.966441124	1.922270039	926.4162875	1.619869318	3.135177019
HeelEye2019.36.34.E.16S_000000000.JMHTR	2020_B_36	HeelEye2019-36-34-E-16S	662	Eye	16S	2019-2020	36-34-E	36	36	34	Colomba	B	B_36	HOUWERZIJL	Wintertarwe en groenbemester	Wheat	Clay	B_36	1489.797935	0.500232332	1.785899794	High	Middle	1395.54065	0.966441124	1.922270039	926.4162875	1.619869318	3.135177019
HeelEye2019.37.12.E.16S_000000000.JMHTR	2020_B_37	HeelEye2019-37-12-E-16S	648	Eye	16S	2019-2020	37-12-E	37	37	12	Colomba	B	B_37	MENSINGEWEER	Grasland	Grass	Clay	B_37	1559.47028	1.010272989	2.014553402	High	Middle	1423.41109	1.253147614	2.050378471	907.211654	1.386246874	2.873702806
HeelEye2019.37.34.E.16S_000000000.JK6WL	2020_B_37	HeelEye2019-37-34-E-16S	706	Eye	16S	2019-2020	37-34-E	37	37	34	Colomba	B	B_37	MENSINGEWEER	Grasland	Grass	Clay	B_37	1559.47028	1.010272989	2.014553402	High	Middle	1423.41109	1.253147614	2.050378471	907.211654	1.386246874	2.873702806
HeelEye2019.38.34.E.16S_000000000.JKP74	2020_B_38	HeelEye2019-38-34-E-16S	262	Eye	16S	2019-2020	38-34-E	38	38	34	Colomba	B	B_38	NES	NA	Unknown	Clay	B_38	1355.031854	-0.486331008	1.343618844	Low	Middle	1297.767629	-0.039361437	1.472849485	795.7276798	0.030055488	1.355830348
HeelEye2019.38.12.E.16S_000000000.JMM89	2020_B_38	HeelEye2019-38-12-E-16S	233	Eye	16S	2019-2020	38-12-E	38	38	12	Colomba	B	B_38	NES	NA	Unknown	Clay	B_38	1355.031854	-0.486331008	1.343618844	Low	Middle	1297.767629	-0.039361437	1.472849485	795.7276798	0.030055488	1.355830348
HeelEye2019.39.12.E.16S_000000000.JLBCC	2020_B_39	HeelEye2019-39-12-E-16S	609	Eye	16S	2019-2020	39-12-E	39	39	12	Colomba	B	B_39	NES	NA	Unknown	Clay	B_39	1320.2957	-0.74061915	1.229620283	Low	Middle	1243.995892	-0.592517619	1.225683921	697.0768756	-1.170021669	0.012683588
HeelEye2019.39.34.E.16S_000000000.JMHTR	2020_B_39	HeelEye2019-39-34-E-16S	671	Eye	16S	2019-2020	39-34-E	39	39	34	Colomba	B	B_39	NES	NA	Unknown	Clay	B_39	1320.2957	-0.74061915	1.229620283	Low	Middle	1243.995892	-0.592517619	1.225683921	697.0768756	-1.170021669	0.012683588
HeelEye2019.40.12.E.16S_000000000.JMM89	2020_B_40	HeelEye2019-40-12-E-16S	201	Eye	16S	2019-2020	40-12-E	40	40	12	Colomba	B	B_40	MARRUM	Wintertarwe gras groenbemester	Wheat	Clay	B_40	1343.5496	-0.570387554	1.305935902	Low	Middle	1249.165499	-0.539337267	1.249446381	802.450642	0.11183965	1.447364572
HeelEye2019.40.34.E.16S_000000000.JKP3P	2020_B_40	HeelEye2019-40-34-E-16S	106	Eye	16S	2019-2020	40-34-E	40	40	34	Colomba	B	B_40	MARRUM	Wintertarwe gras groenbemester	Wheat	Clay	B_40	1343.5496	-0.570387554	1.305935902	Low	Middle	1249.165499	-0.539337267	1.249446381	802.450642	0.11183965	1.447364572
HeelEye2019.41.12.E.16S_000000000.JKRF4	2020_B_41	HeelEye2019-41-12-E-16S	152	Eye	16S	2019-2020	41-12-E	41	41	12	Colomba	B	B_41	STIENS	Grasland	Grass	Clay	B_41	1122.092563	-2.191577339	0.579148954	Low	Low	1054.061109	-2.546399058	0.35263536	647.149296	-1.777385678	-0.667088538
HeelEye2019.41.34.E.16S_000000000.JLBMN	2020_B_41	HeelEye2019-41-34-E-16S	411	Eye	16S	2019-2020	41-34-E	41	41	34	Colomba	B	B_41	STIENS	Grasland	Grass	Clay	B_41	1122.092563	-2.191577339	0.579148954	Low	Low	1054.061109	-2.546399058	0.35263536	647.149296	-1.777385678	-0.667088538
HeelEye2019.42.12.E.16S_000000000.JLBMN	2020_B_42	HeelEye2019-42-12-E-16S	429	Eye	16S	2019-2020	42-12-E	42	42	12	Colomba	B	B_42	HIJUM	Grasland	Grass	Clay	B_42	1561.165406	1.022682269	2.02011654	High	High	1425.566485	1.275320417	2.060285896	972.8705632	2.184980931	3.767659545
HeelEye2019.42.4.E.16S_000000000.JMM89	2020_B_42	HeelEye2019-42-4-E-16S	226	Eye	16S	2019-2020	42-4-E	42	42	4	Colomba	B	B_42	HIJUM	Grasland	Grass	Clay	B_42	1561.165406	1.022682269	2.02011654	High	High	1425.566485	1.275320417	2.060285896	972.8705632	2.184980931	3.767659545
HeelEye2019.43.12.E.16S_000000000.JLB35	2020_B_43	HeelEye2019-43-12-E-16S	494	Eye	16S	2019-2020	43-12-E	43	43	12	Colomba	B	B_43	HIJUM	Zomertarwe	Wheat	Clay	B_43	1366.025394	-0.405852133	1.379697899	Low	Middle	1227.24021	-0.764885288	1.148665253	768.8969008	-0.296338252	0.990524923
