SampleID	Year_Plot	SampleName	LocationPlateDNAiso	SampleNoRand	Year	Compartment	LibraryType	PlateX	SampleName2	RunNo	Runcode	Replica	Seedlot	OriginalNo	VarietyFullName	Variety	Plot.x	Location	PreCrop	PreCrop_clean	SoilType	Plot.y	M_52	M_52_method2	X52_method1	M_class1	M_class2	S_48	S_48_method2	S_48_method1	V_50	V_50_method2	V_50_method1
HeelEye2019.37.12.H.16S_000000000.JMLM7	2020_B_37	HeelEye2019-37-12-H-16S	G6	366	2019-2020	Heel	16S	G	37-12-H	SON5934	_000000000-JMLM7	12	37	37	Colomba	B	B_37	MENSINGEWEER	Grasland	Grass	Clay	B_37	1559.47028	1.010272989	2.014553402	High	Middle	1423.41109	1.253147614	2.050378471	907.211654	1.386246874	2.873702806
HeelEye2019.37.34.H.16S_000000000.JLB35	2020_B_37	HeelEye2019-37-34-H-16S	B9	501	2019-2020	Heel	16S	I	37-34-H	SON5984	_000000000-JLB35	34	37	37	Colomba	B	B_37	MENSINGEWEER	Grasland	Grass	Clay	B_37	1559.47028	1.010272989	2.014553402	High	Middle	1423.41109	1.253147614	2.050378471	907.211654	1.386246874	2.873702806
HeelEye2019.38.12.H.16S_000000000.JK6WL	2020_B_38	HeelEye2019-38-12-H-16S	G7	707	2019-2020	Heel	16S	C	38-12-H	SON5822	_000000000-JK6WL	12	38	38	Colomba	B	B_38	NES	NA	Unknown	Clay	B_38	1355.031854	-0.486331008	1.343618844	Low	Middle	1297.767629	-0.039361437	1.472849485	795.7276798	0.030055488	1.355830348
HeelEye2019.38.34.H.16S_000000000.JH6L7	2020_B_38	HeelEye2019-38-34-H-16S	H2	86	2019-2020	Heel	16S	D	38-34-H	SON5823	_000000000-JH6L7	34	38	38	Colomba	B	B_38	NES	NA	Unknown	Clay	B_38	1355.031854	-0.486331008	1.343618844	Low	Middle	1297.767629	-0.039361437	1.472849485	795.7276798	0.030055488	1.355830348
HeelEye2019.39.12.H.16S_000000000.JFHYF	2020_B_39	HeelEye2019-39-12-H-16S	C8	32	2019-2020	Heel	16S	D	39-12-H	SON5824	_000000000-JFHYF	12	39	39	Colomba	B	B_39	NES	NA	Unknown	Clay	B_39	1320.2957	-0.74061915	1.229620283	Low	Middle	1243.995892	-0.592517619	1.225683921	697.0768756	-1.170021669	0.012683588
HeelEye2019.39.34.H.16S_000000000.JMHTR	2020_B_39	HeelEye2019-39-34-H-16S	E9	633	2019-2020	Heel	16S	J	39-34-H	SON5986	_000000000-JMHTR	34	39	39	Colomba	B	B_39	NES	NA	Unknown	Clay	B_39	1320.2957	-0.74061915	1.229620283	Low	Middle	1243.995892	-0.592517619	1.225683921	697.0768756	-1.170021669	0.012683588
HeelEye2019.40.34.H.16S_000000000.JH6L7	2020_B_40	HeelEye2019-40-34-H-16S	F5	65	2019-2020	Heel	16S	D	40-34-H	SON5823	_000000000-JH6L7	34	40	40	Colomba	B	B_40	MARRUM	Wintertarwe gras groenbemester	Wheat	Clay	B_40	1343.5496	-0.570387554	1.305935902	Low	Middle	1249.165499	-0.539337267	1.249446381	802.450642	0.11183965	1.447364572
HeelEye2019.40.12.H.16S_000000000.JK6WL	2020_B_40	HeelEye2019-40-12-H-16S	G11	711	2019-2020	Heel	16S	C	40-12-H	SON5822	_000000000-JK6WL	12	40	40	Colomba	B	B_40	MARRUM	Wintertarwe gras groenbemester	Wheat	Clay	B_40	1343.5496	-0.570387554	1.305935902	Low	Middle	1249.165499	-0.539337267	1.249446381	802.450642	0.11183965	1.447364572
HeelEye2019.41.34.H.16S_000000000.JMLN7	2020_B_41	HeelEye2019-41-34-H-16S	H6	570	2019-2020	Heel	16S	I	41-34-H	SON5985	_000000000-JMLN7	34	41	41	Colomba	B	B_41	STIENS	Grasland	Grass	Clay	B_41	1122.092563	-2.191577339	0.579148954	Low	Low	1054.061109	-2.546399058	0.35263536	647.149296	-1.777385678	-0.667088538
HeelEye2019.41.12.H.16S_000000000.JKP74	2020_B_41	HeelEye2019-41-12-H-16S	F2	254	2019-2020	Heel	16S	F	41-12-H	SON5931	_000000000-JKP74	12	41	41	Colomba	B	B_41	STIENS	Grasland	Grass	Clay	B_41	1122.092563	-2.191577339	0.579148954	Low	Low	1054.061109	-2.546399058	0.35263536	647.149296	-1.777385678	-0.667088538
HeelEye2019.42.4.H.16S_000000000.JMLM7	2020_B_42	HeelEye2019-42-4-H-16S	H4	376	2019-2020	Heel	16S	G	42-4-H	SON5934	_000000000-JMLM7	4	42	42	Colomba	B	B_42	HIJUM	Grasland	Grass	Clay	B_42	1561.165406	1.022682269	2.02011654	High	High	1425.566485	1.275320417	2.060285896	972.8705632	2.184980931	3.767659545
HeelEye2019.42.12.H.16S_000000000.JMM89	2020_B_42	HeelEye2019-42-12-H-16S	D4	232	2019-2020	Heel	16S	F	42-12-H	SON5932	_000000000-JMM89	12	42	42	Colomba	B	B_42	HIJUM	Grasland	Grass	Clay	B_42	1561.165406	1.022682269	2.02011654	High	High	1425.566485	1.275320417	2.060285896	972.8705632	2.184980931	3.767659545
HeelEye2019.43.12.H.16S_000000000.JKP74	2020_B_43	HeelEye2019-43-12-H-16S	H4	280	2019-2020	Heel	16S	F	43-12-H	SON5931	_000000000-JKP74	12	43	43	Colomba	B	B_43	HIJUM	Zomertarwe	Wheat	Clay	B_43	1366.025394	-0.405852133	1.379697899	Low	Middle	1227.24021	-0.764885288	1.148665253	768.8969008	-0.296338252	0.990524923
HeelEye2019.43.34.H.16S_000000000.JLBMN	2020_B_43	HeelEye2019-43-34-H-16S	D1	421	2019-2020	Heel	16S	H	43-34-H	SON5936	_000000000-JLBMN	34	43	43	Colomba	B	B_43	HIJUM	Zomertarwe	Wheat	Clay	B_43	1366.025394	-0.405852133	1.379697899	Low	Middle	1227.24021	-0.764885288	1.148665253	768.8969008	-0.296338252	0.990524923
HeelEye2019.44.34.H.16S_000000000.JKP74	2020_B_44	HeelEye2019-44-34-H-16S	E10	250	2019-2020	Heel	16S	F	44-34-H	SON5931	_000000000-JKP74	34	44	44	Colomba	B	B_44	FERWERT	Tarwe	Wheat	Clay	B_44	1454.398688	0.241089978	1.669725068	Middle	Middle	1394.5535	0.95628619	1.917732532	752.5668375	-0.494991838	0.768188452
HeelEye2019.44.12.H.16S_000000000.JKP74	2020_B_44	HeelEye2019-44-12-H-16S	E5	245	2019-2020	Heel	16S	F	44-12-H	SON5931	_000000000-JKP74	12	44	44	Colomba	B	B_44	FERWERT	Tarwe	Wheat	Clay	B_44	1454.398688	0.241089978	1.669725068	Middle	Middle	1394.5535	0.95628619	1.917732532	752.5668375	-0.494991838	0.768188452
HeelEye2019.45.12.H.16S_000000000.JMM89	2020_B_45	HeelEye2019-45-12-H-16S	B11	215	2019-2020	Heel	16S	F	45-12-H	SON5932	_000000000-JMM89	12	45	45	Colomba	B	B_45	HIJUM	NA	Unknown	Clay	B_45	1391.347436	-0.220480575	1.462800834	Middle	Middle	1271.403612	-0.310571178	1.351665431	864.7469926	0.869668519	2.295539528
HeelEye2019.45.34.H.16S_000000000.JH6L7	2020_B_45	HeelEye2019-45-34-H-16S	H9	93	2019-2020	Heel	16S	D	45-34-H	SON5823	_000000000-JH6L7	34	45	45	Colomba	B	B_45	HIJUM	NA	Unknown	Clay	B_45	1391.347436	-0.220480575	1.462800834	Middle	Middle	1271.403612	-0.310571178	1.351665431	864.7469926	0.869668519	2.295539528
HeelEye2019.46.12.H.16S_000000000.JMLN7	2020_B_46	HeelEye2019-46-12-H-16S	G12	564	2019-2020	Heel	16S	I	46-12-H	SON5985	_000000000-JMLN7	12	46	46	Colomba	B	B_46	HIJUM	NA	Unknown	Clay	B_46	1459.383916	0.277584644	1.686085796	Middle	Middle	1367.662237	0.679652608	1.794124955	874.1865	0.984499182	2.424059958
HeelEye2019.46.34.H.16S_000000000.JMHR7	2020_B_46	HeelEye2019-46-34-H-16S	D9	674	2019-2020	Heel	16S	C	46-34-H	SON5821	_000000000-JMHR7	34	46	46	Colomba	B	B_46	HIJUM	NA	Unknown	Clay	B_46	1459.383916	0.277584644	1.686085796	Middle	Middle	1367.662237	0.679652608	1.794124955	874.1865	0.984499182	2.424059958
HeelEye2019.47.34.H.16S_000000000.JMLN7	2020_B_47	HeelEye2019-47-34-H-16S	F11	551	2019-2020	Heel	16S	I	47-34-H	SON5985	_000000000-JMLN7	34	47	47	Colomba	B	B_47	OUDE BILDTZIJL	NA	Unknown	Clay	B_47	1448.885186	0.200728048	1.651630626	Middle	Middle	1187.097658	-1.17783644	0.964147195	849.337076	0.682208426	2.085731004
HeelEye2019.47.12.H.16S_000000000.JKRF4	2020_B_47	HeelEye2019-47-12-H-16S	G12	180	2019-2020	Heel	16S	E	47-12-H	SON5930	_000000000-JKRF4	12	47	47	Colomba	B	B_47	OUDE BILDTZIJL	NA	Unknown	Clay	B_47	1448.885186	0.200728048	1.651630626	Middle	Middle	1187.097658	-1.17783644	0.964147195	849.337076	0.682208426	2.085731004
HeelEye2019.48.12.H.16S_000000000.JKP74	2020_B_48	HeelEye2019-48-12-H-16S	H10	286	2019-2020	Heel	16S	F	48-12-H	SON5931	_000000000-JKP74	12	48	48	Colomba	B	B_48	PINGJUM	Suikerbieten	Sugar beet	Clay	B_48	1474.26676	0.386535412	1.734928934	Middle	Middle	1321.321296	0.202937903	1.581115568	793.1709731	-0.001046593	1.32102037
HeelEye2019.48.34.H.16S_000000000.JKRF4	2020_B_48	HeelEye2019-48-34-H-16S	G2	170	2019-2020	Heel	16S	E	48-34-H	SON5930	_000000000-JKRF4	34	48	48	Colomba	B	B_48	PINGJUM	Suikerbieten	Sugar beet	Clay	B_48	1474.26676	0.386535412	1.734928934	Middle	Middle	1321.321296	0.202937903	1.581115568	793.1709731	-0.001046593	1.32102037
HeelEye2019.49.12.H.16S_000000000.JMMDW	2020_B_49	HeelEye2019-49-12-H-16S	F9	453	2019-2020	Heel	16S	H	49-12-H	SON5935	_000000000-JMMDW	12	49	49	Colomba	B	B_49	SEXBIERUM	NA	Unknown	Clay	B_49	1517.823642	0.705396228	1.877875727	High	Middle	1333.134929	0.324466128	1.635417759	743.8615472	-0.600890822	0.649664509
HeelEye2019.49.34.H.16S_000000000.JH6L7	2020_B_49	HeelEye2019-49-34-H-16S	E3	51	2019-2020	Heel	16S	D	49-34-H	SON5823	_000000000-JH6L7	34	49	49	Colomba	B	B_49	SEXBIERUM	NA	Unknown	Clay	B_49	1517.823642	0.705396228	1.877875727	High	Middle	1333.134929	0.324466128	1.635417759	743.8615472	-0.600890822	0.649664509
HeelEye2019.50.12.H.16S_000000000.JH6L7	2020_B_50	HeelEye2019-50-12-H-16S	H8	92	2019-2020	Heel	16S	D	50-12-H	SON5823	_000000000-JH6L7	12	50	50	Colomba	B	B_50	MENALDUM	NA	Unknown	Clay	B_50	1408.387538	-0.095737466	1.518723752	Middle	Middle	1210.661493	-0.935432503	1.072460015	752.6102041	-0.494464287	0.768778896
HeelEye2019.50.34.H.16S_000000000.JMM89	2020_B_50	HeelEye2019-50-34-H-16S	D6	234	2019-2020	Heel	16S	F	50-34-H	SON5932	_000000000-JMM89	34	50	50	Colomba	B	B_50	MENALDUM	NA	Unknown	Clay	B_50	1408.387538	-0.095737466	1.518723752	Middle	Middle	1210.661493	-0.935432503	1.072460015	752.6102041	-0.494464287	0.768778896
HeelEye2019.51.12.H.16S_000000000.JKP3P	2020_B_51	HeelEye2019-51-12-H-16S	B1	109	2019-2020	Heel	16S	E	51-12-H	SON5929	_000000000-JKP3P	12	51	51	Colomba	B	B_51	CREIL	NA	Unknown	Clay	B_51	1167.827973	-1.856768474	0.729245331	Low	Low	1109.45623	-1.976542939	0.607262921	576.9425067	-2.631444241	-1.622965404
HeelEye2019.51.12.H.16S_000000000.JKP74	2020_B_51	HeelEye2019-51-12-H-16S	F12	264	2019-2020	Heel	16S	F	51-12-H	SON5931	_000000000-JKP74	12	51	51	Colomba	B	B_51	CREIL	NA	Unknown	Clay	B_51	1167.827973	-1.856768474	0.729245331	Low	Low	1109.45623	-1.976542939	0.607262921	576.9425067	-2.631444241	-1.622965404
HeelEye2019.52.12.H.16S_000000000.JLB35	2020_B_52	HeelEye2019-52-12-H-16S	C3	507	2019-2020	Heel	16S	I	52-12-H	SON5984	_000000000-JLB35	12	52	52	Colomba	B	B_52	RUTTEN	Lelies	Lily	Clay	B_52	1107.924653	-2.295294391	0.532652115	Low	Low	1244.018729	-0.592282697	1.225788891	701.7782434	-1.112830001	0.076693476
HeelEye2019.52.34.H.16S_000000000.JLBMN	2020_B_52	HeelEye2019-52-34-H-16S	A6	390	2019-2020	Heel	16S	H	52-34-H	SON5936	_000000000-JLBMN	34	52	52	Colomba	B	B_52	RUTTEN	Lelies	Lily	Clay	B_52	1107.924653	-2.295294391	0.532652115	Low	Low	1244.018729	-0.592282697	1.225788891	701.7782434	-1.112830001	0.076693476
HeelEye2019.53.34.H.16S_000000000.JK6WL	2020_B_53	HeelEye2019-53-34-H-16S	E9	686	2019-2020	Heel	16S	C	53-34-H	SON5822	_000000000-JK6WL	34	53	53	Colomba	B	B_53	LUTTELGEEST	Tulpen	Tulip	Clay	B_53	1477.237609	0.408283695	1.744678791	Middle	Middle	1271.350891	-0.311113533	1.351423092	785.1164593	-0.099028947	1.211356853
HeelEye2019.53.12.H.16S_000000000.JLBMN	2020_B_53	HeelEye2019-53-12-H-16S	A9	393	2019-2020	Heel	16S	H	53-12-H	SON5936	_000000000-JLBMN	12	53	53	Colomba	B	B_53	LUTTELGEEST	Tulpen	Tulip	Clay	B_53	1477.237609	0.408283695	1.744678791	Middle	Middle	1271.350891	-0.311113533	1.351423092	785.1164593	-0.099028947	1.211356853
HeelEye2019.54.12.H.16S_000000000.JLHG5	2020_B_54	HeelEye2019-54-12-H-16S	D12	336	2019-2020	Heel	16S	G	54-12-H	SON5933	_000000000-JLHG5	12	54	54	Colomba	B	B_54	LUTTELGEEST	Witlof	Chicory	Clay	B_54	1507.103928	0.626921911	1.842695324	High	Middle	1312.098685	0.108063818	1.538723189	793.8586679	0.007319145	1.330383446
HeelEye2019.54.34.H.16S_000000000.JMHTR	2020_B_54	HeelEye2019-54-34-H-16S	E11	635	2019-2020	Heel	16S	J	54-34-H	SON5986	_000000000-JMHTR	34	54	54	Colomba	B	B_54	LUTTELGEEST	Witlof	Chicory	Clay	B_54	1507.103928	0.626921911	1.842695324	High	Middle	1312.098685	0.108063818	1.538723189	793.8586679	0.007319145	1.330383446
HeelEye2019.55.34.H.16S_000000000.JKP74	2020_B_55	HeelEye2019-55-34-H-16S	F9	261	2019-2020	Heel	16S	F	55-34-H	SON5931	_000000000-JKP74	34	55	55	Colomba	B	B_55	WIERINGERWERF	NA	Unknown	Clay	B_55	1217.615402	-1.492296551	0.892639795	Low	Low	1301.3841	-0.002158374	1.489472848	753.6276358	-0.482087333	0.782631394
HeelEye2019.55.12.H.16S_000000000.JMLM7	2020_B_55	HeelEye2019-55-12-H-16S	G12	372	2019-2020	Heel	16S	G	55-12-H	SON5934	_000000000-JMLM7	12	55	55	Colomba	B	B_55	WIERINGERWERF	NA	Unknown	Clay	B_55	1217.615402	-1.492296551	0.892639795	Low	Low	1301.3841	-0.002158374	1.489472848	753.6276358	-0.482087333	0.782631394
HeelEye2019.56.12.H.16S_000000000.JMM89	2020_B_56	HeelEye2019-56-12-H-16S	C3	219	2019-2020	Heel	16S	F	56-12-H	SON5932	_000000000-JMM89	12	56	56	Colomba	B	B_56	HULST	Wintertarwe	Wheat	Clay	B_56	1381.304292	-0.294002019	1.429840828	Low	Middle	1248.719958	-0.543920603	1.247398419	705.0635451	-1.072864635	0.121423392
HeelEye2019.56.34.H.16S_000000000.JMLM7	2020_B_56	HeelEye2019-56-34-H-16S	E8	344	2019-2020	Heel	16S	G	56-34-H	SON5934	_000000000-JMLM7	34	56	56	Colomba	B	B_56	HULST	Wintertarwe	Wheat	Clay	B_56	1381.304292	-0.294002019	1.429840828	Low	Middle	1248.719958	-0.543920603	1.247398419	705.0635451	-1.072864635	0.121423392
HeelEye2019.57.34.H.16S_000000000.JFHYF	2020_B_57	HeelEye2019-57-34-H-16S	D2	38	2019-2020	Heel	16S	D	57-34-H	SON5824	_000000000-JFHYF	34	57	57	Colomba	B	B_57	ZAAMSLAG	Tarwe	Wheat	Clay	B_57	1671.025112	1.826916961	2.380658706	High	High	1447.547722	1.501443985	2.161324194	814.527963	0.258759052	1.611799265
HeelEye2019.57.12.H.16S_000000000.JLBMN	2020_B_57	HeelEye2019-57-12-H-16S	D8	428	2019-2020	Heel	16S	H	57-12-H	SON5936	_000000000-JLBMN	12	57	57	Colomba	B	B_57	ZAAMSLAG	Tarwe	Wheat	Clay	B_57	1671.025112	1.826916961	2.380658706	High	High	1447.547722	1.501443985	2.161324194	814.527963	0.258759052	1.611799265
HeelEye2019.58.12.H.16S_000000000.JKP3P	2020_B_58	HeelEye2019-58-12-H-16S	A12	108	2019-2020	Heel	16S	E	58-12-H	SON5929	_000000000-JKP3P	12	58	58	Colomba	B	B_58	EENUM	NA	Unknown	Clay	B_58	1421.080657	-0.002816708	1.560380561	Middle	Middle	1393.659767	0.94709226	1.913624428	826.0756067	0.399234981	1.769022313
HeelEye2019.58.34.H.16S_000000000.JFHYF	2020_B_58	HeelEye2019-58-34-H-16S	B2	14	2019-2020	Heel	16S	D	58-34-H	SON5824	_000000000-JFHYF	34	58	58	Colomba	B	B_58	EENUM	NA	Unknown	Clay	B_58	1421.080657	-0.002816708	1.560380561	Middle	Middle	1393.659767	0.94709226	1.913624428	826.0756067	0.399234981	1.769022313
HeelEye2019.60.4.H.16S_000000000.JMHTR	2020_B_60	HeelEye2019-60-4-H-16S	F6	642	2019-2020	Heel	16S	J	60-4-H	SON5986	_000000000-JMHTR	4	60	60	Colomba	B	B_60	AALTEN	NA	Unknown	Sand	B_60	1421.170126	-0.002161747	1.560674184	Middle	Middle	1272.464128	-0.299661531	1.356540165	800.5334708	0.088517454	1.421261974
HeelEye2019.60.12.H.16S_000000000.JKRF4	2020_B_60	HeelEye2019-60-12-H-16S	E3	147	2019-2020	Heel	16S	E	60-12-H	SON5930	_000000000-JKRF4	12	60	60	Colomba	B	B_60	AALTEN	NA	Unknown	Sand	B_60	1421.170126	-0.002161747	1.560674184	Middle	Middle	1272.464128	-0.299661531	1.356540165	800.5334708	0.088517454	1.421261974
HeelEye2019.151.12.H.16S_000000000.JKP74	2020_C_151	HeelEye2019-151-12-H-16S	G11	275	2019-2020	Heel	16S	F	151-12-H	SON5931	_000000000-JKP74	12	151	151	Festien	C	C_151	WESTHOEK	NA	Unknown	Clay	C_151	361.2311034	-1.381666075	-1.917877947	Low	Low	642.7683763	-2.008335034	-1.537900552	577.2291394	-1.438847269	-1.619062853
HeelEye2019.151.34.H.16S_000000000.JKP74	2020_C_151	HeelEye2019-151-34-H-16S	F4	256	2019-2020	Heel	16S	F	151-34-H	SON5931	_000000000-JKP74	34	151	151	Festien	C	C_151	WESTHOEK	NA	Unknown	Clay	C_151	361.2311034	-1.381666075	-1.917877947	Low	Low	642.7683763	-2.008335034	-1.537900552	577.2291394	-1.438847269	-1.619062853
HeelEye2019.152.12.H.16S_000000000.JMLN7	2020_C_152	HeelEye2019-152-12-H-16S	F1	541	2019-2020	Heel	16S	I	152-12-H	SON5985	_000000000-JMLN7	12	152	152	Festien	C	C_152	WESTHOEK	NA	Unknown	Clay	C_152	417.2828317	-1.032365919	-1.733925045	Low	Low	750.943856	-0.33438488	-1.040664368	599.8962213	-1.077548836	-1.310446843
HeelEye2019.152.34.H.16S_000000000.JFHYF	2020_C_152	HeelEye2019-152-34-H-16S	A3	3	2019-2020	Heel	16S	D	152-34-H	SON5824	_000000000-JFHYF	34	152	152	Festien	C	C_152	WESTHOEK	NA	Unknown	Clay	C_152	417.2828317	-1.032365919	-1.733925045	Low	Low	750.943856	-0.33438488	-1.040664368	599.8962213	-1.077548836	-1.310446843
HeelEye2019.153.34.H.16S_000000000.JKRF4	2020_C_153	HeelEye2019-153-34-H-16S	E4	148	2019-2020	Heel	16S	E	153-34-H	SON5930	_000000000-JKRF4	34	153	153	Festien	C	C_153	USQUERT	NA	Unknown	Clay	C_153	423.6188046	-0.992881743	-1.713131384	Low	Middle	736.724976	-0.554413452	-1.106022448	575.3696625	-1.468486111	-1.644379933
HeelEye2019.153.12.H.16S_000000000.JKRF4	2020_C_153	HeelEye2019-153-12-H-16S	G10	178	2019-2020	Heel	16S	E	153-12-H	SON5930	_000000000-JKRF4	12	153	153	Festien	C	C_153	USQUERT	NA	Unknown	Clay	C_153	423.6188046	-0.992881743	-1.713131384	Low	Middle	736.724976	-0.554413452	-1.106022448	575.3696625	-1.468486111	-1.644379933
HeelEye2019.154.12.H.16S_000000000.JLHG5	2020_C_154	HeelEye2019-154-12-H-16S	D11	335	2019-2020	Heel	16S	G	154-12-H	SON5933	_000000000-JLHG5	12	154	154	Festien	C	C_154	MENSINGEWEER	Zomergerst	Barley	Clay	C_154	491.2049027	-0.571702319	-1.491324506	Low	Middle	780.9665349	0.130197927	-0.902663017	615.196726	-0.833668816	-1.102127979
HeelEye2019.154.34.H.16S_000000000.JKP3P	2020_C_154	HeelEye2019-154-34-H-16S	A1	97	2019-2020	Heel	16S	E	154-34-H	SON5929	_000000000-JKP3P	34	154	154	Festien	C	C_154	MENSINGEWEER	Zomergerst	Barley	Clay	C_154	491.2049027	-0.571702319	-1.491324506	Low	Middle	780.9665349	0.130197927	-0.902663017	615.196726	-0.833668816	-1.102127979
HeelEye2019.155.34.H.16S_000000000.JK6WL	2020_C_155	HeelEye2019-155-34-H-16S	E5	682	2019-2020	Heel	16S	C	155-34-H	SON5822	_000000000-JK6WL	34	155	155	Festien	C	C_155	AALTEN	NA	Unknown	Sand	C_155	580.0501522	-0.018041255	-1.199748458	Middle	Middle	684.8469613	-1.357194369	-1.344483383	704.6859545	0.592730846	0.116282435
HeelEye2019.155.12.H.16S_000000000.JMLM7	2020_C_155	HeelEye2019-155-12-H-16S	F3	351	2019-2020	Heel	16S	G	155-12-H	SON5934	_000000000-JMLM7	12	155	155	Festien	C	C_155	AALTEN	NA	Unknown	Sand	C_155	580.0501522	-0.018041255	-1.199748458	Middle	Middle	684.8469613	-1.357194369	-1.344483383	704.6859545	0.592730846	0.116282435
HeelEye2019.156.12.H.16S_000000000.JK6WL	2020_C_156	HeelEye2019-156-12-H-16S	G12	712	2019-2020	Heel	16S	C	156-12-H	SON5822	_000000000-JK6WL	12	156	156	Festien	C	C_156	AALTEN	NA	Unknown	Sand	C_156	637.7427618	0.341484458	-1.010410443	Middle	Middle	800.295445	0.429301127	-0.813816325	735.5420737	1.084557167	0.536393522
HeelEye2019.156.34.H.16S_000000000.JLB35	2020_C_156	HeelEye2019-156-34-H-16S	B7	499	2019-2020	Heel	16S	I	156-34-H	SON5984	_000000000-JLB35	34	156	156	Festien	C	C_156	AALTEN	NA	Unknown	Sand	C_156	637.7427618	0.341484458	-1.010410443	Middle	Middle	800.295445	0.429301127	-0.813816325	735.5420737	1.084557167	0.536393522
HeelEye2019.157.34.H.16S_000000000.JMHTR	2020_C_157	HeelEye2019-157-34-H-16S	F5	641	2019-2020	Heel	16S	J	157-34-H	SON5986	_000000000-JMHTR	34	157	157	Festien	C	C_157	AALTEN	NA	Unknown	Sand	C_157	604.1416148	0.132090631	-1.12068409	Middle	Middle	711.0101734	-0.952334477	-1.224222342	722.96522	0.884090361	0.365157612
HeelEye2019.157.12.H.16S_000000000.JKP3P	2020_C_157	HeelEye2019-157-12-H-16S	C5	125	2019-2020	Heel	16S	E	157-12-H	SON5929	_000000000-JKP3P	12	157	157	Festien	C	C_157	AALTEN	NA	Unknown	Sand	C_157	604.1416148	0.132090631	-1.12068409	Middle	Middle	711.0101734	-0.952334477	-1.224222342	722.96522	0.884090361	0.365157612
HeelEye2019.158.12.H.16S_000000000.JMLN7	2020_C_158	HeelEye2019-158-12-H-16S	E2	530	2019-2020	Heel	16S	I	158-12-H	SON5985	_000000000-JMLN7	12	158	158	Festien	C	C_158	WARFFUM	Wintertarwe	Wheat	Clay	C_158	422.1281223	-1.002171297	-1.718023568	Low	Middle	742.6935095	-0.462054005	-1.078587665	683.0837864	0.248406442	-0.1778346
HeelEye2019.158.34.H.16S_000000000.JMLN7	2020_C_158	HeelEye2019-158-34-H-16S	H7	571	2019-2020	Heel	16S	I	158-34-H	SON5985	_000000000-JMLN7	34	158	158	Festien	C	C_158	WARFFUM	Wintertarwe	Wheat	Clay	C_158	422.1281223	-1.002171297	-1.718023568	Low	Middle	742.6935095	-0.462054005	-1.078587665	683.0837864	0.248406442	-0.1778346
HeelEye2019.159.34.H.16S_000000000.JLBMN	2020_C_159	HeelEye2019-159-34-H-16S	C4	412	2019-2020	Heel	16S	H	159-34-H	SON5936	_000000000-JLBMN	34	159	159	Festien	C	C_159	BOYL	NA	Unknown	Sand	C_159	528.079564	-0.341908781	-1.370307704	Middle	Middle	720.4832675	-0.805744072	-1.1806786	612.3299479	-0.879363381	-1.14115963
HeelEye2019.159.12.H.16S_000000000.JKP3P	2020_C_159	HeelEye2019-159-12-H-16S	B8	116	2019-2020	Heel	16S	E	159-12-H	SON5929	_000000000-JKP3P	12	159	159	Festien	C	C_159	BOYL	NA	Unknown	Sand	C_159	528.079564	-0.341908781	-1.370307704	Middle	Middle	720.4832675	-0.805744072	-1.1806786	612.3299479	-0.879363381	-1.14115963
HeelEye2019.160.12.H.16S_000000000.JLHG5	2020_C_160	HeelEye2019-160-12-H-16S	C9	321	2019-2020	Heel	16S	G	160-12-H	SON5933	_000000000-JLHG5	12	160	160	Festien	C	C_160	EENRUM	Uien	Onion	Clay	C_160	428.4695564	-0.962653087	-1.697211985	Low	Middle	737.4472809	-0.543236221	-1.102702323	642.4914164	-0.398609337	-0.730506326
HeelEye2019.160.34.H.16S_000000000.JLHG5	2020_C_160	HeelEye2019-160-34-H-16S	B9	309	2019-2020	Heel	16S	G	160-34-H	SON5933	_000000000-JLHG5	34	160	160	Festien	C	C_160	EENRUM	Uien	Onion	Clay	C_160	428.4695564	-0.962653087	-1.697211985	Low	Middle	737.4472809	-0.543236221	-1.102702323	642.4914164	-0.398609337	-0.730506326
HeelEye2019.161.34.H.16S_000000000.JLB35	2020_C_161	HeelEye2019-161-34-H-16S	C7	511	2019-2020	Heel	16S	I	161-34-H	SON5984	_000000000-JLB35	34	161	161	Festien	C	C_161	RUTTEN	NA	Unknown	Clay	C_161	603.1674229	0.126019714	-1.123881234	Middle	Middle	758.7045688	-0.21429254	-1.004991707	598.6183199	-1.097917748	-1.327845679
HeelEye2019.161.12.H.16S_000000000.JMLN7	2020_C_161	HeelEye2019-161-12-H-16S	H8	572	2019-2020	Heel	16S	I	161-12-H	SON5985	_000000000-JMLN7	12	161	161	Festien	C	C_161	RUTTEN	NA	Unknown	Clay	C_161	603.1674229	0.126019714	-1.123881234	Middle	Middle	758.7045688	-0.21429254	-1.004991707	598.6183199	-1.097917748	-1.327845679
HeelEye2019.162.12.H.16S_000000000.JH6L7	2020_C_162	HeelEye2019-162-12-H-16S	G1	73	2019-2020	Heel	16S	D	162-12-H	SON5823	_000000000-JH6L7	12	162	162	Festien	C	C_162	RUTTEN	NA	Unknown	Clay	C_162	339.6051752	-1.516433376	-1.988850821	Low	Low	671.1395799	-1.569307809	-1.407490324	607.8729921	-0.950404336	-1.201841809
HeelEye2019.162.34.H.16S_000000000.JLBCC	2020_C_162	HeelEye2019-162-34-H-16S	B7	595	2019-2020	Heel	16S	J	162-34-H	SON5987	_000000000-JLBCC	34	162	162	Festien	C	C_162	RUTTEN	NA	Unknown	Clay	C_162	339.6051752	-1.516433376	-1.988850821	Low	Low	671.1395799	-1.569307809	-1.407490324	607.8729921	-0.950404336	-1.201841809
