SampleID,SampleName,SampleNo,SampleType,LibraryType,Year,TubeName,Seedlot,OriginalNo,RepNo,Variety,Plot,SoilType,M_52,M_52_method2
HeelEye2019.101.34.E.16S_000000000.JLBCC,HeelEye2019-101-34-E-16S,587,Eye,16S,2019-2020,101-34-E,101,101,34,E,E_101,Clay,881.9552591,-2.847717235
HeelEye2019.102.12.E.16S_000000000.JMMDW,HeelEye2019-102-12-E-16S,477,Eye,16S,2019-2020,102-12-E,102,102,12,E,E_102,Clay,1207.897452,0.836055704
HeelEye2019.102.3.E.16S_000000000.JKP74,HeelEye2019-102-3-E-16S,242,Eye,16S,2019-2020,102-3-E,102,102,3,E,E_102,Clay,1207.897452,0.836055704
HeelEye2019.103.12.E.16S_000000000.JKP3P,HeelEye2019-103-12-E-16S,98,Eye,16S,2019-2020,103-12-E,103,103,12,E,E_103,Clay,1085.854338,-0.543265936
HeelEye2019.103.34.E.16S_000000000.JMHTR,HeelEye2019-103-34-E-16S,664,Eye,16S,2019-2020,103-34-E,103,103,34,E,E_103,Clay,1085.854338,-0.543265936
HeelEye2019.104.12.E.16S_000000000.JH6L7,HeelEye2019-104-12-E-16S,67,Eye,16S,2019-2020,104-12-E,104,104,12,E,E_104,Clay,1262.336417,1.45132059
HeelEye2019.104.34.E.16S_000000000.JKP3P,HeelEye2019-104-34-E-16S,112,Eye,16S,2019-2020,104-34-E,104,104,34,E,E_104,Clay,1262.336417,1.45132059
HeelEye2019.105.12.E.16S_000000000.JH6L7,HeelEye2019-105-12-E-16S,77,Eye,16S,2019-2020,105-12-E,105,105,12,E,E_105,Clay,1225.145879,1.030996073
HeelEye2019.105.34.E.16S_000000000.JLHG5,HeelEye2019-105-34-E-16S,289,Eye,16S,2019-2020,105-34-E,105,105,34,E,E_105,Clay,1225.145879,1.030996073
HeelEye2019.106.12.E.16S_000000000.JLHG5,HeelEye2019-106-12-E-16S,330,Eye,16S,2019-2020,106-12-E,106,106,12,E,E_106,Clay,1168.472815,0.390481578
HeelEye2019.106.34.E.16S_000000000.JKP74,HeelEye2019-106-34-E-16S,263,Eye,16S,2019-2020,106-34-E,106,106,34,E,E_106,Clay,1168.472815,0.390481578
HeelEye2019.107.12.E.16S_000000000.JMLM7,HeelEye2019-107-12-E-16S,375,Eye,16S,2019-2020,107-12-E,107,107,12,E,E_107,Clay,1200.419951,0.751545577
HeelEye2019.107.34.E.16S_000000000.JLBCC,HeelEye2019-107-34-E-16S,591,Eye,16S,2019-2020,107-34-E,107,107,34,E,E_107,Clay,1200.419951,0.751545577
HeelEye2019.108.12.E.16S_000000000.JKP74,HeelEye2019-108-12-E-16S,244,Eye,16S,2019-2020,108-12-E,108,108,12,E,E_108,Clay,1068.780743,-0.736230364
HeelEye2019.108.34.E.16S_000000000.JMMDW,HeelEye2019-108-34-E-16S,459,Eye,16S,2019-2020,108-34-E,108,108,34,E,E_108,Clay,1068.780743,-0.736230364
HeelEye2019.109.12.E.16S_000000000.JMLM7,HeelEye2019-109-12-E-16S,355,Eye,16S,2019-2020,109-12-E,109,109,12,E,E_109,Clay,965.5663348,-1.902751455
HeelEye2019.109.34.E.16S_000000000.JMLM7,HeelEye2019-109-34-E-16S,371,Eye,16S,2019-2020,109-34-E,109,109,34,E,E_109,Clay,965.5663348,-1.902751455
HeelEye2019.110.12.E.16S_000000000.JLHG5,HeelEye2019-110-12-E-16S,320,Eye,16S,2019-2020,110-12-E,110,110,12,E,E_110,Clay,1134.144839,0.002509498
HeelEye2019.110.34.E.16S_000000000.JLHG5,HeelEye2019-110-34-E-16S,322,Eye,16S,2019-2020,110-34-E,110,110,34,E,E_110,Clay,1134.144839,0.002509498
HeelEye2019.111.12.E.16S_000000000.JLBMN,HeelEye2019-111-12-E-16S,425,Eye,16S,2019-2020,111-12-E,111,111,12,E,E_111,Clay,1230.761348,1.094461652
HeelEye2019.111.34.E.16S_000000000.JK6WL,HeelEye2019-111-34-E-16S,693,Eye,16S,2019-2020,111-34-E,111,111,34,E,E_111,Clay,1230.761348,1.094461652
HeelEye2019.112.12.E.16S_000000000.JLBCC,HeelEye2019-112-12-E-16S,620,Eye,16S,2019-2020,112-12-E,112,112,12,E,E_112,Clay,1228.451332,1.068354039
HeelEye2019.112.34.E.16S_000000000.JMLM7,HeelEye2019-112-34-E-16S,384,Eye,16S,2019-2020,112-34-E,112,112,34,E,E_112,Clay,1228.451332,1.068354039
HeelEye2019.113.12.E.16S_000000000.JLB35,HeelEye2019-113-12-E-16S,516,Eye,16S,2019-2020,113-12-E,113,113,12,E,E_113,Clay,1089.621122,-0.500694041
HeelEye2019.113.34.E.16S_000000000.JLBCC,HeelEye2019-113-34-E-16S,607,Eye,16S,2019-2020,113-34-E,113,113,34,E,E_113,Clay,1089.621122,-0.500694041
HeelEye2019.114.2.E.16S_000000000.JKRF4,HeelEye2019-114-2-E-16S,182,Eye,16S,2019-2020,114-2-E,114,114,2,E,E_114,Clay,1029.29529,-1.182491836
HeelEye2019.114.34.E.16S_000000000.JMMDW,HeelEye2019-114-34-E-16S,473,Eye,16S,2019-2020,114-34-E,114,114,34,E,E_114,Clay,1029.29529,-1.182491836
HeelEye2019.115.12.E.16S_000000000.JLBMN,HeelEye2019-115-12-E-16S,423,Eye,16S,2019-2020,115-12-E,115,115,12,E,E_115,Clay,1163.961926,0.339499864
HeelEye2019.115.34.E.16S_000000000.JLB35,HeelEye2019-115-34-E-16S,500,Eye,16S,2019-2020,115-34-E,115,115,34,E,E_115,Clay,1163.961926,0.339499864
HeelEye2019.116.12.E.16S_000000000.JLB35,HeelEye2019-116-12-E-16S,487,Eye,16S,2019-2020,116-12-E,116,116,12,E,E_116,Clay,1180.389203,0.525159647
HeelEye2019.116.34.E.16S_000000000.JLHG5,HeelEye2019-116-34-E-16S,326,Eye,16S,2019-2020,116-34-E,116,116,34,E,E_116,Clay,1180.389203,0.525159647
HeelEye2019.117.12.E.16S_000000000.JH6L7,HeelEye2019-117-12-E-16S,84,Eye,16S,2019-2020,117-12-E,117,117,12,E,E_117,Clay,1092.735624,-0.465494179
HeelEye2019.117.34.E.16S_000000000.JKRF4,HeelEye2019-117-34-E-16S,163,Eye,16S,2019-2020,117-34-E,117,117,34,E,E_117,Clay,1092.735624,-0.465494179
HeelEye2019.118.12.E.16S_000000000.JLHG5,HeelEye2019-118-12-E-16S,300,Eye,16S,2019-2020,118-12-E,118,118,12,E,E_118,Clay,1134.700788,0.008792789
HeelEye2019.118.34.E.16S_000000000.JKRF4,HeelEye2019-118-34-E-16S,164,Eye,16S,2019-2020,118-34-E,118,118,34,E,E_118,Clay,1134.700788,0.008792789
HeelEye2019.119.12.E.16S_000000000.JLB35,HeelEye2019-119-12-E-16S,520,Eye,16S,2019-2020,119-12-E,119,119,12,E,E_119,Clay,1075.960196,-0.655088743
HeelEye2019.119.34.E.16S_000000000.JLBCC,HeelEye2019-119-34-E-16S,601,Eye,16S,2019-2020,119-34-E,119,119,34,E,E_119,Clay,1075.960196,-0.655088743
HeelEye2019.120.12.E.16S_000000000.JLB35,HeelEye2019-120-12-E-16S,510,Eye,16S,2019-2020,120-12-E,120,120,12,E,E_120,Clay,1148.371763,0.163301067
HeelEye2019.120.34.E.16S_000000000.JMMDW,HeelEye2019-120-34-E-16S,449,Eye,16S,2019-2020,120-34-E,120,120,34,E,E_120,Clay,1148.371763,0.163301067
HeelEye2019.91.12.E.16S_000000000.JKP74,HeelEye2019-91-12-E-16S,246,Eye,16S,2019-2020,91-12-E,91,91,12,E,E_91,Clay,1144.942364,0.124542271
HeelEye2019.91.34.E.16S_000000000.JMHTR,HeelEye2019-91-34-E-16S,627,Eye,16S,2019-2020,91-34-E,91,91,34,E,E_91,Clay,1144.942364,0.124542271
HeelEye2019.92.12.E.16S_000000000.JLBMN,HeelEye2019-92-12-E-16S,418,Eye,16S,2019-2020,92-12-E,92,92,12,E,E_92,Clay,1165.599379,0.35800623
HeelEye2019.92.34.E.16S_000000000.JMLN7,HeelEye2019-92-34-E-16S,565,Eye,16S,2019-2020,92-34-E,92,92,34,E,E_92,Clay,1165.599379,0.35800623
HeelEye2019.93.12.E.16S_000000000.JKRF4,HeelEye2019-93-12-E-16S,149,Eye,16S,2019-2020,93-12-E,93,93,12,E,E_93,Clay,1206.709641,0.822631166
HeelEye2019.93.4.E.16S_000000000.JMMDW,HeelEye2019-93-4-E-16S,434,Eye,16S,2019-2020,93-4-E,93,93,4,E,E_93,Clay,1206.709641,0.822631166
HeelEye2019.94.12.E.16S_000000000.JMM89,HeelEye2019-94-12-E-16S,207,Eye,16S,2019-2020,94-12-E,94,94,12,E,E_94,Clay,1022.979747,-1.253869607
HeelEye2019.94.34.E.16S_000000000.JLBCC,HeelEye2019-94-34-E-16S,578,Eye,16S,2019-2020,94-34-E,94,94,34,E,E_94,Clay,1022.979747,-1.253869607
HeelEye2019.95.12.E.16S_000000000.JLBCC,HeelEye2019-95-12-E-16S,615,Eye,16S,2019-2020,95-12-E,95,95,12,E,E_95,Clay,1292.537047,1.792645733
HeelEye2019.95.34.E.16S_000000000.JMMDW,HeelEye2019-95-34-E-16S,457,Eye,16S,2019-2020,95-34-E,95,95,34,E,E_95,Clay,1292.537047,1.792645733
HeelEye2019.96.12.E.16S_000000000.JMHTR,HeelEye2019-96-12-E-16S,632,Eye,16S,2019-2020,96-12-E,96,96,12,E,E_96,Clay,1111.584297,-0.25246797
HeelEye2019.96.34.E.16S_000000000.JLBMN,HeelEye2019-96-34-E-16S,402,Eye,16S,2019-2020,96-34-E,96,96,34,E,E_96,Clay,1111.584297,-0.25246797
HeelEye2019.97.12.E.16S_000000000.JLBCC,HeelEye2019-97-12-E-16S,582,Eye,16S,2019-2020,97-12-E,97,97,12,E,E_97,Clay,1203.781062,0.789532593
HeelEye2019.97.34.E.16S_000000000.JLHG5,HeelEye2019-97-34-E-16S,298,Eye,16S,2019-2020,97-34-E,97,97,34,E,E_97,Clay,1203.781062,0.789532593
HeelEye2019.98.12.E.16S_000000000.JH6L7,HeelEye2019-98-12-E-16S,49,Eye,16S,2019-2020,98-12-E,98,98,12,E,E_98,Clay,1037.773453,-1.086672306
HeelEye2019.98.12.E.16S_000000000.JMLN7,HeelEye2019-98-12-E-16S,560,Eye,16S,2019-2020,98-12-E,98,98,12,E,E_98,Clay,1037.773453,-1.086672306
HeelEye2019.98.34.E.16S_000000000.JFHYF,HeelEye2019-98-34-E-16S,45,Eye,16S,2019-2020,98-34-E,98,98,34,E,E_98,Clay,1037.773453,-1.086672306
HeelEye2019.98.34.E.16S_000000000.JMLN7,HeelEye2019-98-34-E-16S,544,Eye,16S,2019-2020,98-34-E,98,98,34,E,E_98,Clay,1037.773453,-1.086672306
HeelEye2019.99.12.E.16S_000000000.JLBMN,HeelEye2019-99-12-E-16S,395,Eye,16S,2019-2020,99-12-E,99,99,12,E,E_99,Clay,1163.522546,0.334534021
HeelEye2019.99.34.E.16S_000000000.JKP74,HeelEye2019-99-34-E-16S,260,Eye,16S,2019-2020,99-34-E,99,99,34,E,E_99,Clay,1163.522546,0.334534021
HeelEye2019.121.12.E.16S_000000000.JK6WL,HeelEye2019-121-12-E-16S,756,Eye,16S,2019-2020,121-12-E,121,121,12,F,F_121,Clay,1048.85592,0.395993189
HeelEye2019.121.12.E.16S.redo_000000000.JK6WL,HeelEye2019-121-12-E-16S-redo,691,Eye,16S,2019-2020,121-12-E,121,121,12,F,F_121,Clay,1048.85592,0.395993189
HeelEye2019.121.34.E.16S_000000000.JKP74,HeelEye2019-121-34-E-16S,253,Eye,16S,2019-2020,121-34-E,121,121,34,F,F_121,Clay,1048.85592,0.395993189
HeelEye2019.122.12.E.16S_000000000.JKP74,HeelEye2019-122-12-E-16S,255,Eye,16S,2019-2020,122-12-E,122,122,12,F,F_122,Sand,1105.075788,0.91253164
HeelEye2019.122.34.E.16S_000000000.JLBCC,HeelEye2019-122-34-E-16S,592,Eye,16S,2019-2020,122-34-E,122,122,34,F,F_122,Sand,1105.075788,0.91253164
HeelEye2019.123.12.E.16S_000000000.JKP3P,HeelEye2019-123-12-E-16S,144,Eye,16S,2019-2020,123-12-E,123,123,12,F,F_123,Clay,1081.344118,0.694489144
HeelEye2019.123.34.E.16S_000000000.JLBCC,HeelEye2019-123-34-E-16S,599,Eye,16S,2019-2020,123-34-E,123,123,34,F,F_123,Clay,1081.344118,0.694489144
HeelEye2019.124.12.E.16S_000000000.JLBMN,HeelEye2019-124-12-E-16S,420,Eye,16S,2019-2020,124-12-E,124,124,12,F,F_124,Clay,1075.727059,0.642880578
HeelEye2019.124.34.E.16S_000000000.JLB35,HeelEye2019-124-34-E-16S,492,Eye,16S,2019-2020,124-34-E,124,124,34,F,F_124,Clay,1075.727059,0.642880578
HeelEye2019.125.12.E.16S_000000000.JLBCC,HeelEye2019-125-12-E-16S,621,Eye,16S,2019-2020,125-12-E,125,125,12,F,F_125,Clay,1011.867669,0.056151518
HeelEye2019.125.34.E.16S_000000000.JLBCC,HeelEye2019-125-34-E-16S,579,Eye,16S,2019-2020,125-34-E,125,125,34,F,F_125,Clay,1011.867669,0.056151518
HeelEye2019.126.12.E.16S_000000000.JLHG5,HeelEye2019-126-12-E-16S,294,Eye,16S,2019-2020,126-12-E,126,126,12,F,F_126,Clay,1193.023264,1.720577875
HeelEye2019.126.34.E.16S_000000000.JMHTR,HeelEye2019-126-34-E-16S,658,Eye,16S,2019-2020,126-34-E,126,126,34,F,F_126,Clay,1193.023264,1.720577875
HeelEye2019.127.12.E.16S_000000000.JLBCC,HeelEye2019-127-12-E-16S,583,Eye,16S,2019-2020,127-12-E,127,127,12,F,F_127,Clay,1052.107206,0.425865446
HeelEye2019.127.34.E.16S_000000000.JFHYF,HeelEye2019-127-34-E-16S,46,Eye,16S,2019-2020,127-34-E,127,127,34,F,F_127,Clay,1052.107206,0.425865446
HeelEye2019.128.12.E.16S_000000000.JK6WL,HeelEye2019-128-12-E-16S,709,Eye,16S,2019-2020,128-12-E,128,128,12,F,F_128,Clay,896.0915598,-1.007579397
HeelEye2019.128.34.E.16S_000000000.JLBMN,HeelEye2019-128-34-E-16S,391,Eye,16S,2019-2020,128-34-E,128,128,34,F,F_128,Clay,896.0915598,-1.007579397
HeelEye2019.130.12.E.16S_000000000.JH6L7,HeelEye2019-130-12-E-16S,80,Eye,16S,2019-2020,130-12-E,130,130,12,F,F_130,Clay,722.1981116,-2.605282399
HeelEye2019.130.34.E.16S_000000000.JMM89,HeelEye2019-130-34-E-16S,224,Eye,16S,2019-2020,130-34-E,130,130,34,F,F_130,Clay,722.1981116,-2.605282399
HeelEye2019.131.12.E.16S_000000000.JLHG5,HeelEye2019-131-12-E-16S,312,Eye,16S,2019-2020,131-12-E,131,131,12,F,F_131,Sand,822.8875953,-1.680164794
HeelEye2019.131.34.E.16S_000000000.JLBMN,HeelEye2019-131-34-E-16S,430,Eye,16S,2019-2020,131-34-E,131,131,34,F,F_131,Sand,822.8875953,-1.680164794
HeelEye2019.133.12.E.16S_000000000.JMMDW,HeelEye2019-133-12-E-16S,468,Eye,16S,2019-2020,133-12-E,133,133,12,F,F_133,Clay,1028.325785,0.207365853
HeelEye2019.133.34.E.16S_000000000.JLBCC,HeelEye2019-133-34-E-16S,617,Eye,16S,2019-2020,133-34-E,133,133,34,F,F_133,Clay,1028.325785,0.207365853
HeelEye2019.134.12.E.16S_000000000.JK6WL,HeelEye2019-134-12-E-16S,689,Eye,16S,2019-2020,134-12-E,134,134,12,F,F_134,Sand,961.4109725,-0.407435902
HeelEye2019.134.34.E.16S_000000000.JK6WL,HeelEye2019-134-34-E-16S,687,Eye,16S,2019-2020,134-34-E,134,134,34,F,F_134,Sand,961.4109725,-0.407435902
HeelEye2019.135.12.E.16S_000000000.JMLN7,HeelEye2019-135-12-E-16S,539,Eye,16S,2019-2020,135-12-E,135,135,12,F,F_135,Sand,943.8828933,-0.568480869
HeelEye2019.135.34.E.16S_000000000.JK6WL,HeelEye2019-135-34-E-16S,710,Eye,16S,2019-2020,135-34-E,135,135,34,F,F_135,Sand,943.8828933,-0.568480869
HeelEye2019.136.12.E.16S_000000000.JKP3P,HeelEye2019-136-12-E-16S,138,Eye,16S,2019-2020,136-12-E,136,136,12,F,F_136,Sand,1170.781222,1.516221834
HeelEye2019.136.34.E.16S_000000000.JMHTR,HeelEye2019-136-34-E-16S,636,Eye,16S,2019-2020,136-34-E,136,136,34,F,F_136,Sand,1170.781222,1.516221834
HeelEye2019.137.12.E.16S_000000000.JMM89,HeelEye2019-137-12-E-16S,212,Eye,16S,2019-2020,137-12-E,137,137,12,F,F_137,Sand,1000.936265,-0.044284329
HeelEye2019.137.34.E.16S_000000000.JH6L7,HeelEye2019-137-34-E-16S,68,Eye,16S,2019-2020,137-34-E,137,137,34,F,F_137,Sand,1000.936265,-0.044284329
HeelEye2019.139.12.E.16S_000000000.JLB35,HeelEye2019-139-12-E-16S,512,Eye,16S,2019-2020,139-12-E,139,139,12,F,F_139,Sand,1050.758486,0.413473641
HeelEye2019.139.34.E.16S_000000000.JMHTR,HeelEye2019-139-34-E-16S,625,Eye,16S,2019-2020,139-34-E,139,139,34,F,F_139,Sand,1050.758486,0.413473641
HeelEye2019.140.12.E.16S_000000000.JLBCC,HeelEye2019-140-12-E-16S,624,Eye,16S,2019-2020,140-12-E,140,140,12,F,F_140,Sand,1012.625478,0.063114143
HeelEye2019.140.34.E.16S_000000000.JLBMN,HeelEye2019-140-34-E-16S,432,Eye,16S,2019-2020,140-34-E,140,140,34,F,F_140,Sand,1012.625478,0.063114143
HeelEye2019.141.2.E.16S_000000000.JLBMN,HeelEye2019-141-2-E-16S,385,Eye,16S,2019-2020,141-2-E,141,141,2,F,F_141,Sand,1148.384541,1.310444985
HeelEye2019.141.34.E.16S_000000000.JK6WL,HeelEye2019-141-34-E-16S,708,Eye,16S,2019-2020,141-34-E,141,141,34,F,F_141,Sand,1148.384541,1.310444985
HeelEye2019.142.12.E.16S_000000000.JLBMN,HeelEye2019-142-12-E-16S,415,Eye,16S,2019-2020,142-12-E,142,142,12,F,F_142,Sand,953.4286039,-0.480776528
HeelEye2019.142.34.E.16S_000000000.JLBMN,HeelEye2019-142-34-E-16S,398,Eye,16S,2019-2020,142-34-E,142,142,34,F,F_142,Sand,953.4286039,-0.480776528
HeelEye2019.143.12.E.16S_000000000.JMM89,HeelEye2019-143-12-E-16S,195,Eye,16S,2019-2020,143-12-E,143,143,12,F,F_143,Sand,954.5113822,-0.470828147
HeelEye2019.143.4.E.16S_000000000.JMLM7,HeelEye2019-143-4-E-16S,374,Eye,16S,2019-2020,143-4-E,143,143,4,F,F_143,Sand,954.5113822,-0.470828147
HeelEye2019.144.12.E.16S_000000000.JKRF4,HeelEye2019-144-12-E-16S,166,Eye,16S,2019-2020,144-12-E,144,144,12,F,F_144,Sand,1032.223122,0.243173909
HeelEye2019.144.34.E.16S_000000000.JK6WL,HeelEye2019-144-34-E-16S,678,Eye,16S,2019-2020,144-34-E,144,144,34,F,F_144,Sand,1032.223122,0.243173909
HeelEye2019.145.12.E.16S_000000000.JKP74,HeelEye2019-145-12-E-16S,271,Eye,16S,2019-2020,145-12-E,145,145,12,F,F_145,Clay,756.9877,-2.285641663
HeelEye2019.145.34.E.16S_000000000.JFHYF,HeelEye2019-145-34-E-16S,22,Eye,16S,2019-2020,145-34-E,145,145,34,F,F_145,Clay,756.9877,-2.285641663
HeelEye2019.146.12.E.16S_000000000.JKRF4,HeelEye2019-146-12-E-16S,176,Eye,16S,2019-2020,146-12-E,146,146,12,F,F_146,Clay,896.7369496,-1.001649667
HeelEye2019.146.34.E.16S_000000000.JMHTR,HeelEye2019-146-34-E-16S,659,Eye,16S,2019-2020,146-34-E,146,146,34,F,F_146,Clay,896.7369496,-1.001649667
HeelEye2019.147.12.E.16S_000000000.JKP3P,HeelEye2019-147-12-E-16S,124,Eye,16S,2019-2020,147-12-E,147,147,12,F,F_147,Clay,1034.195918,0.261299619
HeelEye2019.147.34.E.16S_000000000.JMM89,HeelEye2019-147-34-E-16S,205,Eye,16S,2019-2020,147-34-E,147,147,34,F,F_147,Clay,1034.195918,0.261299619
HeelEye2019.148.12.E.16S_000000000.JKP74,HeelEye2019-148-12-E-16S,283,Eye,16S,2019-2020,148-12-E,148,148,12,F,F_148,Sand,1163.110864,1.4457479
HeelEye2019.148.34.E.16S_000000000.JMHTR,HeelEye2019-148-34-E-16S,660,Eye,16S,2019-2020,148-34-E,148,148,34,F,F_148,Sand,1163.110864,1.4457479
HeelEye2019.149.12.E.16S_000000000.JKP74,HeelEye2019-149-12-E-16S,267,Eye,16S,2019-2020,149-12-E,149,149,12,F,F_149,Sand,1075.46792,0.640499656
HeelEye2019.149.34.E.16S_000000000.JMLM7,HeelEye2019-149-34-E-16S,377,Eye,16S,2019-2020,149-34-E,149,149,34,F,F_149,Sand,1075.46792,0.640499656
HeelEye2019.150.12.E.16S_000000000.JLHG5,HeelEye2019-150-12-E-16S,334,Eye,16S,2019-2020,150-12-E,150,150,12,F,F_150,Clay,993.2065872,-0.115303279
HeelEye2019.150.34.E.16S_000000000.JLBMN,HeelEye2019-150-34-E-16S,400,Eye,16S,2019-2020,150-34-E,150,150,34,F,F_150,Clay,993.2065872,-0.115303279
