SampleID,SampleName,SampleNo,SampleType,LibraryType,Year,TubeName,Seedlot,OriginalNo,RepNo,VarietyFullName,Variety,Year_Plot,Plot,Location,PreCrop,PreCrop_clean,SoilType
HeelEye2019.41.12.E.16S_000000000.JKRF4,HeelEye2019-41-12-E-16S,152,Eye,16S,2019-2020,41-12-E,41,41,12,Colomba,B,2020_B_41,B_41,STIENS,Grasland,Grass,Clay
HeelEye2019.41.34.E.16S_000000000.JLBMN,HeelEye2019-41-34-E-16S,411,Eye,16S,2019-2020,41-34-E,41,41,34,Colomba,B,2020_B_41,B_41,STIENS,Grasland,Grass,Clay
HeelEye2019.42.12.E.16S_000000000.JLBMN,HeelEye2019-42-12-E-16S,429,Eye,16S,2019-2020,42-12-E,42,42,12,Colomba,B,2020_B_42,B_42,HIJUM,Grasland,Grass,Clay
HeelEye2019.42.4.E.16S_000000000.JMM89,HeelEye2019-42-4-E-16S,226,Eye,16S,2019-2020,42-4-E,42,42,4,Colomba,B,2020_B_42,B_42,HIJUM,Grasland,Grass,Clay
HeelEye2019.43.12.E.16S_000000000.JLB35,HeelEye2019-43-12-E-16S,494,Eye,16S,2019-2020,43-12-E,43,43,12,Colomba,B,2020_B_43,B_43,HIJUM,Zomertarwe,Wheat,Clay
HeelEye2019.43.34.E.16S_000000000.JK6WL,HeelEye2019-43-34-E-16S,679,Eye,16S,2019-2020,43-34-E,43,43,34,Colomba,B,2020_B_43,B_43,HIJUM,Zomertarwe,Wheat,Clay
HeelEye2019.44.12.E.16S_000000000.JMLM7,HeelEye2019-44-12-E-16S,357,Eye,16S,2019-2020,44-12-E,44,44,12,Colomba,B,2020_B_44,B_44,FERWERT,Tarwe,Wheat,Clay
HeelEye2019.44.34.E.16S_000000000.JMLM7,HeelEye2019-44-34-E-16S,340,Eye,16S,2019-2020,44-34-E,44,44,34,Colomba,B,2020_B_44,B_44,FERWERT,Tarwe,Wheat,Clay
HeelEye2019.45.12.E.16S_000000000.JLB35,HeelEye2019-45-12-E-16S,517,Eye,16S,2019-2020,45-12-E,45,45,12,Colomba,B,2020_B_45,B_45,HIJUM,NA,Unknown,Clay
HeelEye2019.45.34.E.16S_000000000.JH6L7,HeelEye2019-45-34-E-16S,79,Eye,16S,2019-2020,45-34-E,45,45,34,Colomba,B,2020_B_45,B_45,HIJUM,NA,Unknown,Clay
HeelEye2019.46.12.E.16S_000000000.JMLN7,HeelEye2019-46-12-E-16S,574,Eye,16S,2019-2020,46-12-E,46,46,12,Colomba,B,2020_B_46,B_46,HIJUM,NA,Unknown,Clay
HeelEye2019.46.34.E.16S_000000000.JH6L7,HeelEye2019-46-34-E-16S,61,Eye,16S,2019-2020,46-34-E,46,46,34,Colomba,B,2020_B_46,B_46,HIJUM,NA,Unknown,Clay
X37.47.4.O.16S_000000000.J99GR,37_47_4_O_16S,W37,eye,16S,2018-2019,47-O-4,47,47,4,Colomba,B,2019_B_47,B_47,OUDE BILDTZIJL,Suikerbieten,Sugar beet,Clay
HeelEye2019.47.12.E.16S_000000000.JMHTR,HeelEye2019-47-12-E-16S,626,Eye,16S,2019-2020,47-12-E,47,47,12,Colomba,B,2020_B_47,B_47,OUDE BILDTZIJL,NA,Unknown,Clay
HeelEye2019.47.34.E.16S_000000000.JMMDW,HeelEye2019-47-34-E-16S,439,Eye,16S,2019-2020,47-34-E,47,47,34,Colomba,B,2020_B_47,B_47,OUDE BILDTZIJL,NA,Unknown,Clay
S172.47.O.2.16S_000000000.J52V7,172-47-O-2-16S,172,eye,16S,2018-2019,47-O-2,47,47,2,Colomba,B,2019_B_47,B_47,OUDE BILDTZIJL,Suikerbieten,Sugar beet,Clay
S50.47.O.1.16S_000000000.J53BN,50-47-O-1-16S,50,eye,16S,2018-2019,47-O-1,47,47,1,Colomba,B,2019_B_47,B_47,OUDE BILDTZIJL,Suikerbieten,Sugar beet,Clay
S94.47.O.3.16S_000000000.J53BN,94-47-O-3-16S,94,eye,16S,2018-2019,47-O-3,47,47,3,Colomba,B,2019_B_47,B_47,OUDE BILDTZIJL,Suikerbieten,Sugar beet,Clay
HeelEye2019.48.12.E.16S_000000000.JMMDW,HeelEye2019-48-12-E-16S,471,Eye,16S,2019-2020,48-12-E,48,48,12,Colomba,B,2020_B_48,B_48,PINGJUM,Suikerbieten,Sugar beet,Clay
HeelEye2019.48.34.E.16S_000000000.JKRF4,HeelEye2019-48-34-E-16S,162,Eye,16S,2019-2020,48-34-E,48,48,34,Colomba,B,2020_B_48,B_48,PINGJUM,Suikerbieten,Sugar beet,Clay
HeelEye2019.49.12.E.16S_000000000.JFHYF,HeelEye2019-49-12-E-16S,5,Eye,16S,2019-2020,49-12-E,49,49,12,Colomba,B,2020_B_49,B_49,SEXBIERUM,NA,Unknown,Clay
HeelEye2019.49.34.E.16S_000000000.JMM89,HeelEye2019-49-34-E-16S,206,Eye,16S,2019-2020,49-34-E,49,49,34,Colomba,B,2020_B_49,B_49,SEXBIERUM,NA,Unknown,Clay
HeelEye2019.50.12.E.16S_000000000.JMM89,HeelEye2019-50-12-E-16S,213,Eye,16S,2019-2020,50-12-E,50,50,12,Colomba,B,2020_B_50,B_50,MENALDUM,NA,Unknown,Clay
HeelEye2019.50.34.E.16S_000000000.JKP3P,HeelEye2019-50-34-E-16S,126,Eye,16S,2019-2020,50-34-E,50,50,34,Colomba,B,2020_B_50,B_50,MENALDUM,NA,Unknown,Clay
S119.50.O.2.16S_000000000.J58CV,119-50-O-2-16S,119,eye,16S,2018-2019,50-O-2,50,50,2,Colomba,B,2019_B_50,B_50,ZEERIJP,NA,Unknown,Clay
S130.50.O.1.16S_000000000.J58CV,130-50-O-1-16S,130,eye,16S,2018-2019,50-O-1,50,50,1,Colomba,B,2019_B_50,B_50,ZEERIJP,NA,Unknown,Clay
S145.50.O.4.16S_000000000.J52V7,145-50-O-4-16S,145,eye,16S,2018-2019,50-O-4,50,50,4,Colomba,B,2019_B_50,B_50,ZEERIJP,NA,Unknown,Clay
S165.50.O.3.16S_000000000.J52V7,165-50-O-3-16S,165,eye,16S,2018-2019,50-O-3,50,50,3,Colomba,B,2019_B_50,B_50,ZEERIJP,NA,Unknown,Clay
X4.51.4.O.16S_000000000.J99GR,4_51_4_O_16S,W4,eye,16S,2018-2019,51-O-4,51,51,4,Colomba,B,2019_B_51,B_51,MENALDUM,Wintertarwe,Wheat,Clay
HeelEye2019.51.12.E.16S_000000000.JLHG5,HeelEye2019-51-12-E-16S,301,Eye,16S,2019-2020,51-12-E,51,51,12,Colomba,B,2020_B_51,B_51,CREIL,NA,Unknown,Clay
HeelEye2019.51.34.E.16S_000000000.JMMDW,HeelEye2019-51-34-E-16S,442,Eye,16S,2019-2020,51-34-E,51,51,34,Colomba,B,2020_B_51,B_51,CREIL,NA,Unknown,Clay
S13.51.O.1.16S_000000000.J59B3,13-51-O-1-16S,13,eye,16S,2018-2019,51-O-1,51,51,1,Colomba,B,2019_B_51,B_51,MENALDUM,Wintertarwe,Wheat,Clay
S23.51.O.2.16S_000000000.J59B3,23-51-O-2-16S,23,eye,16S,2018-2019,51-O-2,51,51,2,Colomba,B,2019_B_51,B_51,MENALDUM,Wintertarwe,Wheat,Clay
S95.51.O.3.16S_000000000.J53BN,95-51-O-3-16S,95,eye,16S,2018-2019,51-O-3,51,51,3,Colomba,B,2019_B_51,B_51,MENALDUM,Wintertarwe,Wheat,Clay
HeelEye2019.52.12.E.16S_000000000.JKRF4,HeelEye2019-52-12-E-16S,187,Eye,16S,2019-2020,52-12-E,52,52,12,Colomba,B,2020_B_52,B_52,RUTTEN,Lelies,Lily,Clay
HeelEye2019.52.34.E.16S_000000000.JMLN7,HeelEye2019-52-34-E-16S,554,Eye,16S,2019-2020,52-34-E,52,52,34,Colomba,B,2020_B_52,B_52,RUTTEN,Lelies,Lily,Clay
S100.52.O.2.16S_000000000.J58CV,100-52-O-2-16S,100,eye,16S,2018-2019,52-O-2,52,52,2,Colomba,B,2019_B_52,B_52,HIJUM,Grasland,Grass,Clay
S12.52.O.3.16S_000000000.J59B3,12-52-O-3-16S,12,eye,16S,2018-2019,52-O-3,52,52,3,Colomba,B,2019_B_52,B_52,HIJUM,Grasland,Grass,Clay
S142.52.O.4.16S_000000000.J58CV,142-52-O-4-16S,142,eye,16S,2018-2019,52-O-4,52,52,4,Colomba,B,2019_B_52,B_52,HIJUM,Grasland,Grass,Clay
S98.52.O.1.16S_000000000.J58CV,98-52-O-1-16S,98,eye,16S,2018-2019,52-O-1,52,52,1,Colomba,B,2019_B_52,B_52,HIJUM,Grasland,Grass,Clay
HeelEye2019.53.12.E.16S_000000000.JLBCC,HeelEye2019-53-12-E-16S,584,Eye,16S,2019-2020,53-12-E,53,53,12,Colomba,B,2020_B_53,B_53,LUTTELGEEST,Tulpen,Tulip,Clay
HeelEye2019.53.34.E.16S_000000000.JFHYF,HeelEye2019-53-34-E-16S,29,Eye,16S,2019-2020,53-34-E,53,53,34,Colomba,B,2020_B_53,B_53,LUTTELGEEST,Tulpen,Tulip,Clay
HeelEye2019.54.12.E.16S_000000000.JLBCC,HeelEye2019-54-12-E-16S,589,Eye,16S,2019-2020,54-12-E,54,54,12,Colomba,B,2020_B_54,B_54,LUTTELGEEST,Witlof,Chicory,Clay
HeelEye2019.54.34.E.16S_000000000.JKRF4,HeelEye2019-54-34-E-16S,172,Eye,16S,2019-2020,54-34-E,54,54,34,Colomba,B,2020_B_54,B_54,LUTTELGEEST,Witlof,Chicory,Clay
HeelEye2019.55.12.E.16S_000000000.JLBCC,HeelEye2019-55-12-E-16S,585,Eye,16S,2019-2020,55-12-E,55,55,12,Colomba,B,2020_B_55,B_55,WIERINGERWERF,NA,Unknown,Clay
HeelEye2019.55.34.E.16S_000000000.JMM89,HeelEye2019-55-34-E-16S,197,Eye,16S,2019-2020,55-34-E,55,55,34,Colomba,B,2020_B_55,B_55,WIERINGERWERF,NA,Unknown,Clay
HeelEye2019.56.12.E.16S_000000000.JMHTR,HeelEye2019-56-12-E-16S,637,Eye,16S,2019-2020,56-12-E,56,56,12,Colomba,B,2020_B_56,B_56,HULST,Wintertarwe,Wheat,Clay
HeelEye2019.56.34.E.16S_000000000.JLBMN,HeelEye2019-56-34-E-16S,404,Eye,16S,2019-2020,56-34-E,56,56,34,Colomba,B,2020_B_56,B_56,HULST,Wintertarwe,Wheat,Clay
S117.56.O.4.16S_000000000.J58CV,117-56-O-4-16S,117,eye,16S,2018-2019,56-O-4,56,56,4,Colomba,B,2019_B_56,B_56,Marrum,Grasland,Grass,Clay
S29.56.O.3.16S_000000000.J59B3,29-56-O-3-16S,29,eye,16S,2018-2019,56-O-3,56,56,3,Colomba,B,2019_B_56,B_56,Marrum,Grasland,Grass,Clay
S72.56.O.2.16S_000000000.J53BN,72-56-O-2-16S,72,eye,16S,2018-2019,56-O-2,56,56,2,Colomba,B,2019_B_56,B_56,Marrum,Grasland,Grass,Clay
S97.56.O.1.16S_000000000.J58CV,97-56-O-1-16S,97,eye,16S,2018-2019,56-O-1,56,56,1,Colomba,B,2019_B_56,B_56,Marrum,Grasland,Grass,Clay
HeelEye2019.57.12.E.16S_000000000.JKP74,HeelEye2019-57-12-E-16S,281,Eye,16S,2019-2020,57-12-E,57,57,12,Colomba,B,2020_B_57,B_57,ZAAMSLAG,Tarwe,Wheat,Clay
HeelEye2019.57.34.E.16S_000000000.JLBCC,HeelEye2019-57-34-E-16S,598,Eye,16S,2019-2020,57-34-E,57,57,34,Colomba,B,2020_B_57,B_57,ZAAMSLAG,Tarwe,Wheat,Clay
HeelEye2019.58.12.E.16S_000000000.JMHTR,HeelEye2019-58-12-E-16S,656,Eye,16S,2019-2020,58-12-E,58,58,12,Colomba,B,2020_B_58,B_58,EENUM,NA,Unknown,Clay
HeelEye2019.58.34.E.16S_000000000.JMLM7,HeelEye2019-58-34-E-16S,383,Eye,16S,2019-2020,58-34-E,58,58,34,Colomba,B,2020_B_58,B_58,EENUM,NA,Unknown,Clay
S118.58.O.2.16S_000000000.J58CV,118-58-O-2-16S,118,eye,16S,2018-2019,58-O-2,58,58,2,Colomba,B,2019_B_58,B_58,HIJUM,Wintertarwe,Wheat,Clay
S121.58.O.4.16S_000000000.J58CV,121-58-O-4-16S,121,eye,16S,2018-2019,58-O-4,58,58,4,Colomba,B,2019_B_58,B_58,HIJUM,Wintertarwe,Wheat,Clay
S192.58.O.1.16S_000000000.J52V7,192-58-O-1-16S,192,eye,16S,2018-2019,58-O-1,58,58,1,Colomba,B,2019_B_58,B_58,HIJUM,Wintertarwe,Wheat,Clay
S60.58.O.3.16S_000000000.J53BN,60-58-O-3-16S,60,eye,16S,2018-2019,58-O-3,58,58,3,Colomba,B,2019_B_58,B_58,HIJUM,Wintertarwe,Wheat,Clay
HeelEye2019.59.12.E.16S_000000000.JH6L7,HeelEye2019-59-12-E-16S,63,Eye,16S,2019-2020,59-12-E,59,59,12,Colomba,B,2020_B_59,B_59,DE HEEN,Suikerbieten,Sugar beet,Clay
HeelEye2019.59.12.E.16S_000000000.JKP3P,HeelEye2019-59-12-E-16S,141,Eye,16S,2019-2020,59-12-E,59,59,12,Colomba,B,2020_B_59,B_59,DE HEEN,Suikerbieten,Sugar beet,Clay
HeelEye2019.59.34.E.16S_000000000.JKRF4,HeelEye2019-59-34-E-16S,161,Eye,16S,2019-2020,59-34-E,59,59,34,Colomba,B,2020_B_59,B_59,DE HEEN,Suikerbieten,Sugar beet,Clay
HeelEye2019.59.34.E.16S_000000000.JLBMN,HeelEye2019-59-34-E-16S,405,Eye,16S,2019-2020,59-34-E,59,59,34,Colomba,B,2020_B_59,B_59,DE HEEN,Suikerbieten,Sugar beet,Clay
HeelEye2019.60.12.E.16S_000000000.JLBMN,HeelEye2019-60-12-E-16S,386,Eye,16S,2019-2020,60-12-E,60,60,12,Colomba,B,2020_B_60,B_60,AALTEN,NA,Unknown,Sand
HeelEye2019.60.4.E.16S_000000000.JLHG5,HeelEye2019-60-4-E-16S,310,Eye,16S,2019-2020,60-4-E,60,60,4,Colomba,B,2020_B_60,B_60,AALTEN,NA,Unknown,Sand
S137.60.O.1.16S_000000000.J58CV,137-60-O-1-16S,137,eye,16S,2018-2019,60-O-1,60,60,1,Colomba,B,2019_B_60,B_60,AALTEN,Grasland,Grass,Sand
S37.60.O.3.16S_000000000.J59B3,37-60-O-3-16S,37,eye,16S,2018-2019,60-O-3,60,60,3,Colomba,B,2019_B_60,B_60,AALTEN,Grasland,Grass,Sand
S43.60.O.4.16S_000000000.J59B3,43-60-O-4-16S,43,eye,16S,2018-2019,60-O-4,60,60,4,Colomba,B,2019_B_60,B_60,AALTEN,Grasland,Grass,Sand
S61.60.O.2.16S_000000000.J53BN,61-60-O-2-16S,61,eye,16S,2018-2019,60-O-2,60,60,2,Colomba,B,2019_B_60,B_60,AALTEN,Grasland,Grass,Sand
S170.134.O.4.16S_000000000.J52V7,170-134-O-4-16S,170,eye,16S,2018-2019,134-O-4,134,214,4,Festien,C,2019_C_134,C_134,BOYL,NA,Unknown,Sand
S18.134.O.3.16S_000000000.J59B3,18-134-O-3-16S,18,eye,16S,2018-2019,134-O-3,134,214,3,Festien,C,2019_C_134,C_134,BOYL,NA,Unknown,Sand
S68.134.O.2.16S_000000000.J53BN,68-134-O-2-16S,68,eye,16S,2018-2019,134-O-2,134,214,2,Festien,C,2019_C_134,C_134,BOYL,NA,Unknown,Sand
S73.134.O.1.16S_000000000.J53BN,73-134-O-1-16S,73,eye,16S,2018-2019,134-O-1,134,214,1,Festien,C,2019_C_134,C_134,BOYL,NA,Unknown,Sand
X30.136.1.O.16S_000000000.J99GR,30_136_1_O_16S,W30,eye,16S,2018-2019,136-O-1,136,216,1,Festien,C,2019_C_136,C_136,WARFFUM,Wintertarwe,Wheat,Clay
S133.136.O.3.16S_000000000.J58CV,133-136-O-3-16S,133,eye,16S,2018-2019,136-O-3,136,216,3,Festien,C,2019_C_136,C_136,WARFFUM,Wintertarwe,Wheat,Clay
S153.136.O.2.16S_000000000.J52V7,153-136-O-2-16S,153,eye,16S,2018-2019,136-O-2,136,216,2,Festien,C,2019_C_136,C_136,WARFFUM,Wintertarwe,Wheat,Clay
S86.136.O.4.16S_000000000.J53BN,86-136-O-4-16S,86,eye,16S,2018-2019,136-O-4,136,216,4,Festien,C,2019_C_136,C_136,WARFFUM,Wintertarwe,Wheat,Clay
X25.140.3.O.16S_000000000.J99GR,25_140_3_O_16S,W25,eye,16S,2018-2019,140-O-3,140,220,3,Festien,C,2019_C_140,C_140,SIDDEBUREN,Tarwe,Wheat,Sand
S189.140.O.1.16S_000000000.J52V7,189-140-O-1-16S,189,eye,16S,2018-2019,140-O-1,140,220,1,Festien,C,2019_C_140,C_140,SIDDEBUREN,Tarwe,Wheat,Sand
S51.140.O.2.16S_000000000.J53BN,51-140-O-2-16S,51,eye,16S,2018-2019,140-O-2,140,220,2,Festien,C,2019_C_140,C_140,SIDDEBUREN,Tarwe,Wheat,Sand
S75.140.O.4.16S_000000000.J53BN,75-140-O-4-16S,75,eye,16S,2018-2019,140-O-4,140,220,4,Festien,C,2019_C_140,C_140,SIDDEBUREN,Tarwe,Wheat,Sand
S162.143.O.3.16S_000000000.J52V7,162-143-O-3-16S,162,eye,16S,2018-2019,143-O-3,143,223,3,Festien,C,2019_C_143,C_143,ELDERSLOO,NA,Unknown,Sand
S54.143.O.4.16S_000000000.J53BN,54-143-O-4-16S,54,eye,16S,2018-2019,143-O-4,143,223,4,Festien,C,2019_C_143,C_143,ELDERSLOO,NA,Unknown,Sand
S82.143.O.1.16S_000000000.J53BN,82-143-O-1-16S,82,eye,16S,2018-2019,143-O-1,143,223,1,Festien,C,2019_C_143,C_143,ELDERSLOO,NA,Unknown,Sand
S92.143.O.2.16S_000000000.J53BN,92-143-O-2-16S,92,eye,16S,2018-2019,143-O-2,143,223,2,Festien,C,2019_C_143,C_143,ELDERSLOO,NA,Unknown,Sand
HeelEye2019.151.12.E.16S_000000000.JMM89,HeelEye2019-151-12-E-16S,228,Eye,16S,2019-2020,151-12-E,151,151,12,Festien,C,2020_C_151,C_151,WESTHOEK,NA,Unknown,Clay
HeelEye2019.151.34.E.16S_000000000.JMMDW,HeelEye2019-151-34-E-16S,469,Eye,16S,2019-2020,151-34-E,151,151,34,Festien,C,2020_C_151,C_151,WESTHOEK,NA,Unknown,Clay
HeelEye2019.152.12.E.16S_000000000.JMMDW,HeelEye2019-152-12-E-16S,450,Eye,16S,2019-2020,152-12-E,152,152,12,Festien,C,2020_C_152,C_152,WESTHOEK,NA,Unknown,Clay
HeelEye2019.152.34.E.16S_000000000.JMM89,HeelEye2019-152-34-E-16S,216,Eye,16S,2019-2020,152-34-E,152,152,34,Festien,C,2020_C_152,C_152,WESTHOEK,NA,Unknown,Clay
HeelEye2019.153.12.E.16S_000000000.JH6L7,HeelEye2019-153-12-E-16S,64,Eye,16S,2019-2020,153-12-E,153,153,12,Festien,C,2020_C_153,C_153,USQUERT,NA,Unknown,Clay
HeelEye2019.153.34.E.16S_000000000.JMM89,HeelEye2019-153-34-E-16S,221,Eye,16S,2019-2020,153-34-E,153,153,34,Festien,C,2020_C_153,C_153,USQUERT,NA,Unknown,Clay
HeelEye2019.154.12.E.16S_000000000.JMLN7,HeelEye2019-154-12-E-16S,559,Eye,16S,2019-2020,154-12-E,154,154,12,Festien,C,2020_C_154,C_154,MENSINGEWEER,Zomergerst,Barley,Clay
HeelEye2019.154.34.E.16S_000000000.JK6WL,HeelEye2019-154-34-E-16S,681,Eye,16S,2019-2020,154-34-E,154,154,34,Festien,C,2020_C_154,C_154,MENSINGEWEER,Zomergerst,Barley,Clay
HeelEye2019.155.12.E.16S_000000000.JMHR7,HeelEye2019-155-12-E-16S,676,Eye,16S,2019-2020,155-12-E,155,155,12,Festien,C,2020_C_155,C_155,AALTEN,NA,Unknown,Sand
HeelEye2019.155.34.E.16S_000000000.JMMDW,HeelEye2019-155-34-E-16S,454,Eye,16S,2019-2020,155-34-E,155,155,34,Festien,C,2020_C_155,C_155,AALTEN,NA,Unknown,Sand
HeelEye2019.156.12.E.16S_000000000.JKRF4,HeelEye2019-156-12-E-16S,167,Eye,16S,2019-2020,156-12-E,156,156,12,Festien,C,2020_C_156,C_156,AALTEN,NA,Unknown,Sand
HeelEye2019.156.34.E.16S_000000000.JMMDW,HeelEye2019-156-34-E-16S,437,Eye,16S,2019-2020,156-34-E,156,156,34,Festien,C,2020_C_156,C_156,AALTEN,NA,Unknown,Sand
HeelEye2019.157.12.E.16S_000000000.JH6L7,HeelEye2019-157-12-E-16S,59,Eye,16S,2019-2020,157-12-E,157,157,12,Festien,C,2020_C_157,C_157,AALTEN,NA,Unknown,Sand
HeelEye2019.157.34.E.16S_000000000.JMMDW,HeelEye2019-157-34-E-16S,446,Eye,16S,2019-2020,157-34-E,157,157,34,Festien,C,2020_C_157,C_157,AALTEN,NA,Unknown,Sand
HeelEye2019.158.12.E.16S_000000000.JFHYF,HeelEye2019-158-12-E-16S,31,Eye,16S,2019-2020,158-12-E,158,158,12,Festien,C,2020_C_158,C_158,WARFFUM,Wintertarwe,Wheat,Clay
HeelEye2019.158.34.E.16S_000000000.JMMDW,HeelEye2019-158-34-E-16S,479,Eye,16S,2019-2020,158-34-E,158,158,34,Festien,C,2020_C_158,C_158,WARFFUM,Wintertarwe,Wheat,Clay
HeelEye2019.159.12.E.16S_000000000.JLB35,HeelEye2019-159-12-E-16S,523,Eye,16S,2019-2020,159-12-E,159,159,12,Festien,C,2020_C_159,C_159,BOYL,NA,Unknown,Sand
HeelEye2019.159.34.E.16S_000000000.JFHYF,HeelEye2019-159-34-E-16S,30,Eye,16S,2019-2020,159-34-E,159,159,34,Festien,C,2020_C_159,C_159,BOYL,NA,Unknown,Sand
HeelEye2019.160.12.E.16S_000000000.JFHYF,HeelEye2019-160-12-E-16S,15,Eye,16S,2019-2020,160-12-E,160,160,12,Festien,C,2020_C_160,C_160,EENRUM,Uien,Onion,Clay
HeelEye2019.160.34.E.16S_000000000.JK6WL,HeelEye2019-160-34-E-16S,700,Eye,16S,2019-2020,160-34-E,160,160,34,Festien,C,2020_C_160,C_160,EENRUM,Uien,Onion,Clay
HeelEye2019.161.12.E.16S_000000000.JMLM7,HeelEye2019-161-12-E-16S,349,Eye,16S,2019-2020,161-12-E,161,161,12,Festien,C,2020_C_161,C_161,RUTTEN,NA,Unknown,Clay
HeelEye2019.161.34.E.16S_000000000.JMM89,HeelEye2019-161-34-E-16S,200,Eye,16S,2019-2020,161-34-E,161,161,34,Festien,C,2020_C_161,C_161,RUTTEN,NA,Unknown,Clay
HeelEye2019.162.12.E.16S_000000000.JMM89,HeelEye2019-162-12-E-16S,218,Eye,16S,2019-2020,162-12-E,162,162,12,Festien,C,2020_C_162,C_162,RUTTEN,NA,Unknown,Clay
HeelEye2019.162.34.E.16S_000000000.JLBCC,HeelEye2019-162-34-E-16S,618,Eye,16S,2019-2020,162-34-E,162,162,34,Festien,C,2020_C_162,C_162,RUTTEN,NA,Unknown,Clay
HeelEye2019.163.12.E.16S_000000000.JMHTR,HeelEye2019-163-12-E-16S,638,Eye,16S,2019-2020,163-12-E,163,163,12,Festien,C,2020_C_163,C_163,NA,Mais,Maize,Sand
HeelEye2019.163.34.E.16S_000000000.JH6L7,HeelEye2019-163-34-E-16S,95,Eye,16S,2019-2020,163-34-E,163,163,34,Festien,C,2020_C_163,C_163,NA,Mais,Maize,Sand
HeelEye2019.164.12.E.16S_000000000.JLBMN,HeelEye2019-164-12-E-16S,399,Eye,16S,2019-2020,164-12-E,164,164,12,Festien,C,2020_C_164,C_164,NA,Lelie,Lily,Sand
HeelEye2019.164.34.E.16S_000000000.JMLN7,HeelEye2019-164-34-E-16S,568,Eye,16S,2019-2020,164-34-E,164,164,34,Festien,C,2020_C_164,C_164,NA,Lelie,Lily,Sand
HeelEye2019.165.12.E.16S_000000000.JKP74,HeelEye2019-165-12-E-16S,258,Eye,16S,2019-2020,165-12-E,165,165,12,Festien,C,2020_C_165,C_165,ST. JACOBIPAROCHIE,Uien,Onion,Clay
HeelEye2019.165.34.E.16S_000000000.JLB35,HeelEye2019-165-34-E-16S,486,Eye,16S,2019-2020,165-34-E,165,165,34,Festien,C,2020_C_165,C_165,ST. JACOBIPAROCHIE,Uien,Onion,Clay
HeelEye2019.166.12.E.16S_000000000.JLB35,HeelEye2019-166-12-E-16S,515,Eye,16S,2019-2020,166-12-E,166,166,12,Festien,C,2020_C_166,C_166,SCHOONLOO,NA,Unknown,Sand
HeelEye2019.166.34.E.16S_000000000.JKP3P,HeelEye2019-166-34-E-16S,114,Eye,16S,2019-2020,166-34-E,166,166,34,Festien,C,2020_C_166,C_166,SCHOONLOO,NA,Unknown,Sand
HeelEye2019.167.12.E.16S_000000000.JMM89,HeelEye2019-167-12-E-16S,208,Eye,16S,2019-2020,167-12-E,167,167,12,Festien,C,2020_C_167,C_167,SCHOONLOO,NA,Unknown,Sand
HeelEye2019.167.34.E.16S_000000000.JMMDW,HeelEye2019-167-34-E-16S,470,Eye,16S,2019-2020,167-34-E,167,167,34,Festien,C,2020_C_167,C_167,SCHOONLOO,NA,Unknown,Sand
S1.167.O.1.16S_000000000.J59B3,1-167-O-1-16S,1,eye,16S,2018-2019,167-O-1,167,247,1,Festien,C,2019_C_167,C_167,AMEN,NA,Unknown,Sand
S120.167.O.4.16S_000000000.J58CV,120-167-O-4-16S,120,eye,16S,2018-2019,167-O-4,167,247,4,Festien,C,2019_C_167,C_167,AMEN,NA,Unknown,Sand
S134.167.O.3.16S_000000000.J58CV,134-167-O-3-16S,134,eye,16S,2018-2019,167-O-3,167,247,3,Festien,C,2019_C_167,C_167,AMEN,NA,Unknown,Sand
S96.167.O.2.16S_000000000.J53BN,96-167-O-2-16S,96,eye,16S,2018-2019,167-O-2,167,247,2,Festien,C,2019_C_167,C_167,AMEN,NA,Unknown,Sand
HeelEye2019.168.12.E.16S_000000000.JKRF4,HeelEye2019-168-12-E-16S,171,Eye,16S,2019-2020,168-12-E,168,168,12,Festien,C,2020_C_168,C_168,AMEN,NA,Unknown,Sand
HeelEye2019.168.34.E.16S_000000000.JFHYF,HeelEye2019-168-34-E-16S,2,Eye,16S,2019-2020,168-34-E,168,168,34,Festien,C,2020_C_168,C_168,AMEN,NA,Unknown,Sand
X11.169.1.O.16S_000000000.J99GR,11_169_1_O_16S,W11,eye,16S,2018-2019,169-O-1,169,249,1,Festien,C,2019_C_169,C_169,WIJSTER,Grasland,Grass,Sand
X29.169.3.O.16S_000000000.J99GR,29_169_3_O_16S,W29,eye,16S,2018-2019,169-O-3,169,249,3,Festien,C,2019_C_169,C_169,WIJSTER,Grasland,Grass,Sand
X41.169.4.O.16S_000000000.J99GR,41_169_4_O_16S,W41,eye,16S,2018-2019,169-O-4,169,249,4,Festien,C,2019_C_169,C_169,WIJSTER,Grasland,Grass,Sand
X52.169.2.O.16S_000000000.JCCFG,52-169-2-O-16S,X52,eye,16S,2018-2019,169-O-2,169,249,2,Festien,C,2019_C_169,C_169,WIJSTER,Grasland,Grass,Sand
HeelEye2019.169.12.E.16S_000000000.JKRF4,HeelEye2019-169-12-E-16S,192,Eye,16S,2019-2020,169-12-E,169,169,12,Festien,C,2020_C_169,C_169,AMEN,NA,Unknown,Sand
HeelEye2019.169.3.E.16S_000000000.JKRF4,HeelEye2019-169-3-E-16S,158,Eye,16S,2019-2020,169-3-E,169,169,3,Festien,C,2020_C_169,C_169,AMEN,NA,Unknown,Sand
X10.183.3.O.16S_000000000.J99GR,10_183_3_O_16S,W10,eye,16S,2018-2019,183-O-3,170,250,3,Festien,C,2019_C_170,C_170,WESTHOEK,NA,Unknown,Clay
