SampleID,SampleName,SampleNo,SampleType,LibraryType,Year,TubeName,Seedlot,OriginalNo,RepNo,VarietyFullName,Variety,Year_Plot,Plot,Location,PreCrop,PreCrop_clean,SoilType
S113.89.O.4.16S_000000000.J58CV,113-89-O-4-16S,113,eye,16S,2018-2019,89-O-4,89,89,4,Innovator,D,2019_D_89,D_89,DREISCHOR,Uien,Onion,Clay
S128.89.O.1.16S_000000000.J58CV,128-89-O-1-16S,128,eye,16S,2018-2019,89-O-1,89,89,1,Innovator,D,2019_D_89,D_89,DREISCHOR,Uien,Onion,Clay
S182.89.O.2.16S_000000000.J52V7,182-89-O-2-16S,182,eye,16S,2018-2019,89-O-2,89,89,2,Innovator,D,2019_D_89,D_89,DREISCHOR,Uien,Onion,Clay
S66.89.O.3.16S_000000000.J53BN,66-89-O-3-16S,66,eye,16S,2018-2019,89-O-3,89,89,3,Innovator,D,2019_D_89,D_89,DREISCHOR,Uien,Onion,Clay
HeelEye2019.90.12.E.16S_000000000.JMLM7,HeelEye2019-90-12-E-16S,341,Eye,16S,2019-2020,90-12-E,90,90,12,Innovator,D,2020_D_90,D_90,DREISCHOR,Plantuien,Onion,Clay
HeelEye2019.90.34.E.16S_000000000.JMHTR,HeelEye2019-90-34-E-16S,646,Eye,16S,2019-2020,90-34-E,90,90,34,Innovator,D,2020_D_90,D_90,DREISCHOR,Plantuien,Onion,Clay
HeelEye2019.100.12.E.16S_000000000.JMM89,HeelEye2019-100-12-E-16S,238,Eye,16S,2019-2020,100-12-E,100,100,12,Sagitta,E,2020_E_100,E_100,MARRUM,Suikerbieten,Sugar beet,Clay
HeelEye2019.100.34.E.16S_000000000.JLHG5,HeelEye2019-100-34-E-16S,299,Eye,16S,2019-2020,100-34-E,100,100,34,Sagitta,E,2020_E_100,E_100,MARRUM,Suikerbieten,Sugar beet,Clay
S30.100.O.1.16S_000000000.J59B3,30-100-O-1-16S,30,eye,16S,2018-2019,100-O-1,100,100,1,Sagitta,E,2019_E_100,E_100,KRUISLAND,Tarwe,Wheat,Clay
S32.100.O.4.16S_000000000.J59B3,32-100-O-4-16S,32,eye,16S,2018-2019,100-O-4,100,100,4,Sagitta,E,2019_E_100,E_100,KRUISLAND,Tarwe,Wheat,Clay
S58.100.O.3.16S_000000000.J53BN,58-100-O-3-16S,58,eye,16S,2018-2019,100-O-3,100,100,3,Sagitta,E,2019_E_100,E_100,KRUISLAND,Tarwe,Wheat,Clay
S63.100.O.2.16S_000000000.J53BN,63-100-O-2-16S,63,eye,16S,2018-2019,100-O-2,100,100,2,Sagitta,E,2019_E_100,E_100,KRUISLAND,Tarwe,Wheat,Clay
HeelEye2019.101.12.E.16S_000000000.JLBCC,HeelEye2019-101-12-E-16S,593,Eye,16S,2019-2020,101-12-E,101,101,12,Sagitta,E,2020_E_101,E_101,MARRUM,Wintertarwe + groenbemester,Wheat,Clay
HeelEye2019.101.34.E.16S_000000000.JLBCC,HeelEye2019-101-34-E-16S,587,Eye,16S,2019-2020,101-34-E,101,101,34,Sagitta,E,2020_E_101,E_101,MARRUM,Wintertarwe + groenbemester,Wheat,Clay
HeelEye2019.102.12.E.16S_000000000.JMMDW,HeelEye2019-102-12-E-16S,477,Eye,16S,2019-2020,102-12-E,102,102,12,Sagitta,E,2020_E_102,E_102,MARRUM,NA,Unknown,Clay
HeelEye2019.102.3.E.16S_000000000.JKP74,HeelEye2019-102-3-E-16S,242,Eye,16S,2019-2020,102-3-E,102,102,3,Sagitta,E,2020_E_102,E_102,MARRUM,NA,Unknown,Clay
X43.103.3.O.16S_000000000.J99GR,43_103_3_O_16S,W43,eye,16S,2018-2019,103-O-3,103,103,3,Sagitta,E,2019_E_103,E_103,MARRUM,NA,Unknown,Clay
HeelEye2019.103.12.E.16S_000000000.JKP3P,HeelEye2019-103-12-E-16S,98,Eye,16S,2019-2020,103-12-E,103,103,12,Sagitta,E,2020_E_103,E_103,ESPEL,Tarwe,Wheat,Clay
HeelEye2019.103.34.E.16S_000000000.JMHTR,HeelEye2019-103-34-E-16S,664,Eye,16S,2019-2020,103-34-E,103,103,34,Sagitta,E,2020_E_103,E_103,ESPEL,Tarwe,Wheat,Clay
S11.103.O.1.16S_000000000.J59B3,11-103-O-1-16S,11,eye,16S,2018-2019,103-O-1,103,103,1,Sagitta,E,2019_E_103,E_103,MARRUM,NA,Unknown,Clay
S141.103.O.2.16S_000000000.J58CV,141-103-O-2-16S,141,eye,16S,2018-2019,103-O-2,103,103,2,Sagitta,E,2019_E_103,E_103,MARRUM,NA,Unknown,Clay
S184.103.O.4.16S_000000000.J52V7,184-103-O-4-16S,184,eye,16S,2018-2019,103-O-4,103,103,4,Sagitta,E,2019_E_103,E_103,MARRUM,NA,Unknown,Clay
HeelEye2019.104.12.E.16S_000000000.JH6L7,HeelEye2019-104-12-E-16S,67,Eye,16S,2019-2020,104-12-E,104,104,12,Sagitta,E,2020_E_104,E_104,EMMELOORD,Gerst,Barley,Clay
HeelEye2019.104.34.E.16S_000000000.JKP3P,HeelEye2019-104-34-E-16S,112,Eye,16S,2019-2020,104-34-E,104,104,34,Sagitta,E,2020_E_104,E_104,EMMELOORD,Gerst,Barley,Clay
S10.104.O.1.16S_000000000.J59B3,10-104-O-1-16S,10,eye,16S,2018-2019,104-O-1,104,104,1,Sagitta,E,2019_E_104,E_104,EMMELOORD,Suikerbieten,Sugar beet,Clay
S154.104.O.2.16S_000000000.J52V7,154-104-O-2-16S,154,eye,16S,2018-2019,104-O-2,104,104,2,Sagitta,E,2019_E_104,E_104,EMMELOORD,Suikerbieten,Sugar beet,Clay
S26.104.O.3.16S_000000000.J59B3,26-104-O-3-16S,26,eye,16S,2018-2019,104-O-3,104,104,3,Sagitta,E,2019_E_104,E_104,EMMELOORD,Suikerbieten,Sugar beet,Clay
HeelEye2019.105.12.E.16S_000000000.JH6L7,HeelEye2019-105-12-E-16S,77,Eye,16S,2019-2020,105-12-E,105,105,12,Sagitta,E,2020_E_105,E_105,BANT,Sjalotten,Onion,Clay
HeelEye2019.105.34.E.16S_000000000.JLHG5,HeelEye2019-105-34-E-16S,289,Eye,16S,2019-2020,105-34-E,105,105,34,Sagitta,E,2020_E_105,E_105,BANT,Sjalotten,Onion,Clay
HeelEye2019.106.12.E.16S_000000000.JLHG5,HeelEye2019-106-12-E-16S,330,Eye,16S,2019-2020,106-12-E,106,106,12,Sagitta,E,2020_E_106,E_106,ESPEL,Suikerbieten,Sugar beet,Clay
HeelEye2019.106.34.E.16S_000000000.JKP74,HeelEye2019-106-34-E-16S,263,Eye,16S,2019-2020,106-34-E,106,106,34,Sagitta,E,2020_E_106,E_106,ESPEL,Suikerbieten,Sugar beet,Clay
X68.107.3.O.16S_000000000.JCCFG,68-107-3-O-16S,X68,eye,16S,2018-2019,107-O-3,107,107,3,Sagitta,E,2019_E_107,E_107,ENS,Mais,Maize,Clay
HeelEye2019.107.12.E.16S_000000000.JMLM7,HeelEye2019-107-12-E-16S,375,Eye,16S,2019-2020,107-12-E,107,107,12,Sagitta,E,2020_E_107,E_107,SWIFTERBANT,Suikerbieten,Sugar beet,Clay
HeelEye2019.107.34.E.16S_000000000.JLBCC,HeelEye2019-107-34-E-16S,591,Eye,16S,2019-2020,107-34-E,107,107,34,Sagitta,E,2020_E_107,E_107,SWIFTERBANT,Suikerbieten,Sugar beet,Clay
S171.107.O.1.16S_000000000.J52V7,171-107-O-1-16S,171,eye,16S,2018-2019,107-O-1,107,107,1,Sagitta,E,2019_E_107,E_107,ENS,Mais,Maize,Clay
S174.107.O.2.16S_000000000.J52V7,174-107-O-2-16S,174,eye,16S,2018-2019,107-O-2,107,107,2,Sagitta,E,2019_E_107,E_107,ENS,Mais,Maize,Clay
S178.107.O.4.16S_000000000.J52V7,178-107-O-4-16S,178,eye,16S,2018-2019,107-O-4,107,107,4,Sagitta,E,2019_E_107,E_107,ENS,Mais,Maize,Clay
HeelEye2019.108.12.E.16S_000000000.JKP74,HeelEye2019-108-12-E-16S,244,Eye,16S,2019-2020,108-12-E,108,108,12,Sagitta,E,2020_E_108,E_108,KRAGGENBURG,NA,Unknown,Clay
HeelEye2019.108.34.E.16S_000000000.JMMDW,HeelEye2019-108-34-E-16S,459,Eye,16S,2019-2020,108-34-E,108,108,34,Sagitta,E,2020_E_108,E_108,KRAGGENBURG,NA,Unknown,Clay
HeelEye2019.109.12.E.16S_000000000.JMLM7,HeelEye2019-109-12-E-16S,355,Eye,16S,2019-2020,109-12-E,109,109,12,Sagitta,E,2020_E_109,E_109,NAGELE,Uien,Onion,Clay
HeelEye2019.109.34.E.16S_000000000.JMLM7,HeelEye2019-109-34-E-16S,371,Eye,16S,2019-2020,109-34-E,109,109,34,Sagitta,E,2020_E_109,E_109,NAGELE,Uien,Onion,Clay
HeelEye2019.110.12.E.16S_000000000.JLHG5,HeelEye2019-110-12-E-16S,320,Eye,16S,2019-2020,110-12-E,110,110,12,Sagitta,E,2020_E_110,E_110,ENS,NA,Unknown,Clay
HeelEye2019.110.34.E.16S_000000000.JLHG5,HeelEye2019-110-34-E-16S,322,Eye,16S,2019-2020,110-34-E,110,110,34,Sagitta,E,2020_E_110,E_110,ENS,NA,Unknown,Clay
HeelEye2019.111.12.E.16S_000000000.JLBMN,HeelEye2019-111-12-E-16S,425,Eye,16S,2019-2020,111-12-E,111,111,12,Sagitta,E,2020_E_111,E_111,TOLLEBEEK,Tarwe,Wheat,Clay
HeelEye2019.111.34.E.16S_000000000.JK6WL,HeelEye2019-111-34-E-16S,693,Eye,16S,2019-2020,111-34-E,111,111,34,Sagitta,E,2020_E_111,E_111,TOLLEBEEK,Tarwe,Wheat,Clay
HeelEye2019.112.12.E.16S_000000000.JLBCC,HeelEye2019-112-12-E-16S,620,Eye,16S,2019-2020,112-12-E,112,112,12,Sagitta,E,2020_E_112,E_112,LUTTELGEEST,Witlof,Chicory,Clay
HeelEye2019.112.34.E.16S_000000000.JMLM7,HeelEye2019-112-34-E-16S,384,Eye,16S,2019-2020,112-34-E,112,112,34,Sagitta,E,2020_E_112,E_112,LUTTELGEEST,Witlof,Chicory,Clay
HeelEye2019.113.12.E.16S_000000000.JLB35,HeelEye2019-113-12-E-16S,516,Eye,16S,2019-2020,113-12-E,113,113,12,Sagitta,E,2020_E_113,E_113,TERHOLE,NA,Unknown,Clay
HeelEye2019.113.34.E.16S_000000000.JLBCC,HeelEye2019-113-34-E-16S,607,Eye,16S,2019-2020,113-34-E,113,113,34,Sagitta,E,2020_E_113,E_113,TERHOLE,NA,Unknown,Clay
HeelEye2019.114.2.E.16S_000000000.JKRF4,HeelEye2019-114-2-E-16S,182,Eye,16S,2019-2020,114-2-E,114,114,2,Sagitta,E,2020_E_114,E_114,ZAAMSLAG,Suikerbieten,Sugar beet,Clay
HeelEye2019.114.34.E.16S_000000000.JMMDW,HeelEye2019-114-34-E-16S,473,Eye,16S,2019-2020,114-34-E,114,114,34,Sagitta,E,2020_E_114,E_114,ZAAMSLAG,Suikerbieten,Sugar beet,Clay
X53.115.4.O.16S_000000000.JCCFG,53-115-4-O-16S,X53,eye,16S,2018-2019,115-O-4,115,115,4,Sagitta,E,2019_E_115,E_115,NAGELE,NA,Unknown,Clay
HeelEye2019.115.12.E.16S_000000000.JLBMN,HeelEye2019-115-12-E-16S,423,Eye,16S,2019-2020,115-12-E,115,115,12,Sagitta,E,2020_E_115,E_115,BIERVLIET,Wortelen en tarwe,Carrot,Clay
HeelEye2019.115.34.E.16S_000000000.JLB35,HeelEye2019-115-34-E-16S,500,Eye,16S,2019-2020,115-34-E,115,115,34,Sagitta,E,2020_E_115,E_115,BIERVLIET,Wortelen en tarwe,Carrot,Clay
S108.115.O.1.16S_000000000.J58CV,108-115-O-1-16S,108,eye,16S,2018-2019,115-O-1,115,115,1,Sagitta,E,2019_E_115,E_115,NAGELE,NA,Unknown,Clay
S146.115.O.3.16S_000000000.J52V7,146-115-O-3-16S,146,eye,16S,2018-2019,115-O-3,115,115,3,Sagitta,E,2019_E_115,E_115,NAGELE,NA,Unknown,Clay
S163.115.O.2.16S_000000000.J52V7,163-115-O-2-16S,163,eye,16S,2018-2019,115-O-2,115,115,2,Sagitta,E,2019_E_115,E_115,NAGELE,NA,Unknown,Clay
HeelEye2019.116.12.E.16S_000000000.JLB35,HeelEye2019-116-12-E-16S,487,Eye,16S,2019-2020,116-12-E,116,116,12,Sagitta,E,2020_E_116,E_116,ENS,NA,Unknown,Clay
HeelEye2019.116.34.E.16S_000000000.JLHG5,HeelEye2019-116-34-E-16S,326,Eye,16S,2019-2020,116-34-E,116,116,34,Sagitta,E,2020_E_116,E_116,ENS,NA,Unknown,Clay
X21.117.1.O.16S_000000000.J99GR,21_117_1_O_16S,W21,eye,16S,2018-2019,117-O-1,117,117,1,Sagitta,E,2019_E_117,E_117,BANT,NA,Unknown,Clay
HeelEye2019.117.12.E.16S_000000000.JH6L7,HeelEye2019-117-12-E-16S,84,Eye,16S,2019-2020,117-12-E,117,117,12,Sagitta,E,2020_E_117,E_117,KRUISLAND,NA,Unknown,Clay
HeelEye2019.117.34.E.16S_000000000.JKRF4,HeelEye2019-117-34-E-16S,163,Eye,16S,2019-2020,117-34-E,117,117,34,Sagitta,E,2020_E_117,E_117,KRUISLAND,NA,Unknown,Clay
S169.117.O.3.16S_000000000.J52V7,169-117-O-3-16S,169,eye,16S,2018-2019,117-O-3,117,117,3,Sagitta,E,2019_E_117,E_117,BANT,NA,Unknown,Clay
S52.117.O.2.16S_000000000.J53BN,52-117-O-2-16S,52,eye,16S,2018-2019,117-O-2,117,117,2,Sagitta,E,2019_E_117,E_117,BANT,NA,Unknown,Clay
S99.117.O.4.16S_000000000.J58CV,99-117-O-4-16S,99,eye,16S,2018-2019,117-O-4,117,117,4,Sagitta,E,2019_E_117,E_117,BANT,NA,Unknown,Clay
HeelEye2019.118.12.E.16S_000000000.JLHG5,HeelEye2019-118-12-E-16S,300,Eye,16S,2019-2020,118-12-E,118,118,12,Sagitta,E,2020_E_118,E_118,DINTELOORD,Plantuien,Onion,Clay
HeelEye2019.118.34.E.16S_000000000.JKRF4,HeelEye2019-118-34-E-16S,164,Eye,16S,2019-2020,118-34-E,118,118,34,Sagitta,E,2020_E_118,E_118,DINTELOORD,Plantuien,Onion,Clay
HeelEye2019.119.12.E.16S_000000000.JLB35,HeelEye2019-119-12-E-16S,520,Eye,16S,2019-2020,119-12-E,119,119,12,Sagitta,E,2020_E_119,E_119,TOLLEBEEK,NA,Unknown,Clay
HeelEye2019.119.34.E.16S_000000000.JLBCC,HeelEye2019-119-34-E-16S,601,Eye,16S,2019-2020,119-34-E,119,119,34,Sagitta,E,2020_E_119,E_119,TOLLEBEEK,NA,Unknown,Clay
HeelEye2019.120.12.E.16S_000000000.JLB35,HeelEye2019-120-12-E-16S,510,Eye,16S,2019-2020,120-12-E,120,120,12,Sagitta,E,2020_E_120,E_120,KRUISLAND,Plantuien,Onion,Clay
HeelEye2019.120.34.E.16S_000000000.JMMDW,HeelEye2019-120-34-E-16S,449,Eye,16S,2019-2020,120-34-E,120,120,34,Sagitta,E,2020_E_120,E_120,KRUISLAND,Plantuien,Onion,Clay
HeelEye2019.91.12.E.16S_000000000.JKP74,HeelEye2019-91-12-E-16S,246,Eye,16S,2019-2020,91-12-E,91,91,12,Sagitta,E,2020_E_91,E_91,USQUERT,NA,Unknown,Clay
HeelEye2019.91.34.E.16S_000000000.JMHTR,HeelEye2019-91-34-E-16S,627,Eye,16S,2019-2020,91-34-E,91,91,34,Sagitta,E,2020_E_91,E_91,USQUERT,NA,Unknown,Clay
S161.91.O.1.16S_000000000.J52V7,161-91-O-1-16S,161,eye,16S,2018-2019,91-O-1,91,91,1,Sagitta,E,2019_E_91,E_91,NAGELE,NA,Unknown,Clay
S176.91.O.3.16S_000000000.J52V7,176-91-O-3-16S,176,eye,16S,2018-2019,91-O-3,91,91,3,Sagitta,E,2019_E_91,E_91,NAGELE,NA,Unknown,Clay
S181.91.O.4.16S_000000000.J52V7,181-91-O-4-16S,181,eye,16S,2018-2019,91-O-4,91,91,4,Sagitta,E,2019_E_91,E_91,NAGELE,NA,Unknown,Clay
S188.91.O.2.16S_000000000.J52V7,188-91-O-2-16S,188,eye,16S,2018-2019,91-O-2,91,91,2,Sagitta,E,2019_E_91,E_91,NAGELE,NA,Unknown,Clay
HeelEye2019.92.12.E.16S_000000000.JLBMN,HeelEye2019-92-12-E-16S,418,Eye,16S,2019-2020,92-12-E,92,92,12,Sagitta,E,2020_E_92,E_92,ZANDEWEER,Wintertarwe,Wheat,Clay
HeelEye2019.92.34.E.16S_000000000.JMLN7,HeelEye2019-92-34-E-16S,565,Eye,16S,2019-2020,92-34-E,92,92,34,Sagitta,E,2020_E_92,E_92,ZANDEWEER,Wintertarwe,Wheat,Clay
HeelEye2019.93.12.E.16S_000000000.JKRF4,HeelEye2019-93-12-E-16S,149,Eye,16S,2019-2020,93-12-E,93,93,12,Sagitta,E,2020_E_93,E_93,t ZANDT,Tarwe,Wheat,Clay
HeelEye2019.93.4.E.16S_000000000.JMMDW,HeelEye2019-93-4-E-16S,434,Eye,16S,2019-2020,93-4-E,93,93,4,Sagitta,E,2020_E_93,E_93,t ZANDT,Tarwe,Wheat,Clay
HeelEye2019.94.12.E.16S_000000000.JMM89,HeelEye2019-94-12-E-16S,207,Eye,16S,2019-2020,94-12-E,94,94,12,Sagitta,E,2020_E_94,E_94,UITHUIZERMEEDEN,Braak,Fallow,Clay
HeelEye2019.94.34.E.16S_000000000.JLBCC,HeelEye2019-94-34-E-16S,578,Eye,16S,2019-2020,94-34-E,94,94,34,Sagitta,E,2020_E_94,E_94,UITHUIZERMEEDEN,Braak,Fallow,Clay
HeelEye2019.95.12.E.16S_000000000.JLBCC,HeelEye2019-95-12-E-16S,615,Eye,16S,2019-2020,95-12-E,95,95,12,Sagitta,E,2020_E_95,E_95,WESTERNIELAND,NA,Unknown,Clay
HeelEye2019.95.34.E.16S_000000000.JMMDW,HeelEye2019-95-34-E-16S,457,Eye,16S,2019-2020,95-34-E,95,95,34,Sagitta,E,2020_E_95,E_95,WESTERNIELAND,NA,Unknown,Clay
HeelEye2019.96.12.E.16S_000000000.JMHTR,HeelEye2019-96-12-E-16S,632,Eye,16S,2019-2020,96-12-E,96,96,12,Sagitta,E,2020_E_96,E_96,DEN ANDEL,NA,Unknown,Clay
HeelEye2019.96.34.E.16S_000000000.JLBMN,HeelEye2019-96-34-E-16S,402,Eye,16S,2019-2020,96-34-E,96,96,34,Sagitta,E,2020_E_96,E_96,DEN ANDEL,NA,Unknown,Clay
S114.96.O.1.16S_000000000.J58CV,114-96-O-1-16S,114,eye,16S,2018-2019,96-O-1,96,96,1,Sagitta,E,2019_E_96,E_96,SWIFTERBANT,Suikerbieten,Sugar beet,Clay
S115.96.O.2.16S_000000000.J58CV,115-96-O-2-16S,115,eye,16S,2018-2019,96-O-2,96,96,2,Sagitta,E,2019_E_96,E_96,SWIFTERBANT,Suikerbieten,Sugar beet,Clay
S157.96.O.3.16S_000000000.J52V7,157-96-O-3-16S,157,eye,16S,2018-2019,96-O-3,96,96,3,Sagitta,E,2019_E_96,E_96,SWIFTERBANT,Suikerbieten,Sugar beet,Clay
S83.96.O.4.16S_000000000.J53BN,83-96-O-4-16S,83,eye,16S,2018-2019,96-O-4,96,96,4,Sagitta,E,2019_E_96,E_96,SWIFTERBANT,Suikerbieten,Sugar beet,Clay
HeelEye2019.97.12.E.16S_000000000.JLBCC,HeelEye2019-97-12-E-16S,582,Eye,16S,2019-2020,97-12-E,97,97,12,Sagitta,E,2020_E_97,E_97,MENSINGEWEER,Grasland,Grass,Clay
HeelEye2019.97.34.E.16S_000000000.JLHG5,HeelEye2019-97-34-E-16S,298,Eye,16S,2019-2020,97-34-E,97,97,34,Sagitta,E,2020_E_97,E_97,MENSINGEWEER,Grasland,Grass,Clay
HeelEye2019.98.12.E.16S_000000000.JH6L7,HeelEye2019-98-12-E-16S,49,Eye,16S,2019-2020,98-12-E,98,98,12,Sagitta,E,2020_E_98,E_98,EENRUM,Wintergerst,Barley,Clay
HeelEye2019.98.12.E.16S_000000000.JMLN7,HeelEye2019-98-12-E-16S,560,Eye,16S,2019-2020,98-12-E,98,98,12,Sagitta,E,2020_E_98,E_98,EENRUM,Wintergerst,Barley,Clay
HeelEye2019.98.34.E.16S_000000000.JFHYF,HeelEye2019-98-34-E-16S,45,Eye,16S,2019-2020,98-34-E,98,98,34,Sagitta,E,2020_E_98,E_98,EENRUM,Wintergerst,Barley,Clay
HeelEye2019.98.34.E.16S_000000000.JMLN7,HeelEye2019-98-34-E-16S,544,Eye,16S,2019-2020,98-34-E,98,98,34,Sagitta,E,2020_E_98,E_98,EENRUM,Wintergerst,Barley,Clay
S125.98.O.2.16S_000000000.J58CV,125-98-O-2-16S,125,eye,16S,2018-2019,98-O-2,98,98,2,Sagitta,E,2019_E_98,E_98,MARRUM,NA,Unknown,Clay
S5.98.O.1.16S_000000000.J59B3,5-98-O-1-16S,5,eye,16S,2018-2019,98-O-1,98,98,1,Sagitta,E,2019_E_98,E_98,MARRUM,NA,Unknown,Clay
S6.98.O.4.16S_000000000.J59B3,6-98-O-4-16S,6,eye,16S,2018-2019,98-O-4,98,98,4,Sagitta,E,2019_E_98,E_98,MARRUM,NA,Unknown,Clay
S81.98.O.3.16S_000000000.J53BN,81-98-O-3-16S,81,eye,16S,2018-2019,98-O-3,98,98,3,Sagitta,E,2019_E_98,E_98,MARRUM,NA,Unknown,Clay
HeelEye2019.99.12.E.16S_000000000.JLBMN,HeelEye2019-99-12-E-16S,395,Eye,16S,2019-2020,99-12-E,99,99,12,Sagitta,E,2020_E_99,E_99,SAAXUMHUIZEN,NA,Unknown,Clay
HeelEye2019.99.34.E.16S_000000000.JKP74,HeelEye2019-99-34-E-16S,260,Eye,16S,2019-2020,99-34-E,99,99,34,Sagitta,E,2020_E_99,E_99,SAAXUMHUIZEN,NA,Unknown,Clay
HeelEye2019.121.12.E.16S.redo_000000000.JK6WL,HeelEye2019-121-12-E-16S-redo,691,Eye,16S,2019-2020,121-12-E,121,121,12,Seresta,F,2020_F_121,F_121,WESTERNIELAND,NA,Unknown,Clay
HeelEye2019.121.12.E.16S_000000000.JK6WL,HeelEye2019-121-12-E-16S,756,Eye,16S,2019-2020,121-12-E,121,121,12,Seresta,F,2020_F_121,F_121,WESTERNIELAND,NA,Unknown,Clay
HeelEye2019.121.34.E.16S_000000000.JKP74,HeelEye2019-121-34-E-16S,253,Eye,16S,2019-2020,121-34-E,121,121,34,Seresta,F,2020_F_121,F_121,WESTERNIELAND,NA,Unknown,Clay
X12.122.3.O.16S_000000000.J99GR,12_122_3_O_16S,W12,eye,16S,2018-2019,122-O-3,122,202,3,Seresta,F,2019_F_122,F_122,ST. ANNAPAROCHIE,NA,Unknown,Clay
X38.122.4.O.16S_000000000.J99GR,38_122_4_O_16S,W38,eye,16S,2018-2019,122-O-4,122,202,4,Seresta,F,2019_F_122,F_122,ST. ANNAPAROCHIE,NA,Unknown,Clay
X56.122.2.O.16S_000000000.JCCFG,56-122-2-O-16S,X56,eye,16S,2018-2019,122-O-2,122,202,2,Seresta,F,2019_F_122,F_122,ST. ANNAPAROCHIE,NA,Unknown,Clay
X8.122.1.O.16S_000000000.J99GR,8_122_1_O_16S,W8,eye,16S,2018-2019,122-O-1,122,202,1,Seresta,F,2019_F_122,F_122,ST. ANNAPAROCHIE,NA,Unknown,Clay
HeelEye2019.122.12.E.16S_000000000.JKP74,HeelEye2019-122-12-E-16S,255,Eye,16S,2019-2020,122-12-E,122,122,12,Seresta,F,2020_F_122,F_122,NA,Gras,Grass,Sand
HeelEye2019.122.34.E.16S_000000000.JLBCC,HeelEye2019-122-34-E-16S,592,Eye,16S,2019-2020,122-34-E,122,122,34,Seresta,F,2020_F_122,F_122,NA,Gras,Grass,Sand
HeelEye2019.123.12.E.16S_000000000.JKP3P,HeelEye2019-123-12-E-16S,144,Eye,16S,2019-2020,123-12-E,123,123,12,Seresta,F,2020_F_123,F_123,KRAGGENBURG,NA,Unknown,Clay
HeelEye2019.123.34.E.16S_000000000.JLBCC,HeelEye2019-123-34-E-16S,599,Eye,16S,2019-2020,123-34-E,123,123,34,Seresta,F,2020_F_123,F_123,KRAGGENBURG,NA,Unknown,Clay
HeelEye2019.124.12.E.16S_000000000.JLBMN,HeelEye2019-124-12-E-16S,420,Eye,16S,2019-2020,124-12-E,124,124,12,Seresta,F,2020_F_124,F_124,KRAGGENBURG,NA,Unknown,Clay
HeelEye2019.124.34.E.16S_000000000.JLB35,HeelEye2019-124-34-E-16S,492,Eye,16S,2019-2020,124-34-E,124,124,34,Seresta,F,2020_F_124,F_124,KRAGGENBURG,NA,Unknown,Clay
HeelEye2019.125.12.E.16S_000000000.JLBCC,HeelEye2019-125-12-E-16S,621,Eye,16S,2019-2020,125-12-E,125,125,12,Seresta,F,2020_F_125,F_125,PIETERZIJL,NA,Unknown,Clay
HeelEye2019.125.34.E.16S_000000000.JLBCC,HeelEye2019-125-34-E-16S,579,Eye,16S,2019-2020,125-34-E,125,125,34,Seresta,F,2020_F_125,F_125,PIETERZIJL,NA,Unknown,Clay
S143.125.O.4.16S_000000000.J58CV,143-125-O-4-16S,143,eye,16S,2018-2019,125-O-4,125,205,4,Seresta,F,2019_F_125,F_125,Westernieland,Wintertarwe,Wheat,Clay
S149.125.O.1.16S_000000000.J52V7,149-125-O-1-16S,149,eye,16S,2018-2019,125-O-1,125,205,1,Seresta,F,2019_F_125,F_125,Westernieland,Wintertarwe,Wheat,Clay
S21.125.O.3.16S_000000000.J59B3,21-125-O-3-16S,21,eye,16S,2018-2019,125-O-3,125,205,3,Seresta,F,2019_F_125,F_125,Westernieland,Wintertarwe,Wheat,Clay
S74.125.O.2.16S_000000000.J53BN,74-125-O-2-16S,74,eye,16S,2018-2019,125-O-2,125,205,2,Seresta,F,2019_F_125,F_125,Westernieland,Wintertarwe,Wheat,Clay
HeelEye2019.126.12.E.16S_000000000.JLHG5,HeelEye2019-126-12-E-16S,294,Eye,16S,2019-2020,126-12-E,126,126,12,Seresta,F,2020_F_126,F_126,MUNNEKEZIJL,NA,Unknown,Clay
HeelEye2019.126.34.E.16S_000000000.JMHTR,HeelEye2019-126-34-E-16S,658,Eye,16S,2019-2020,126-34-E,126,126,34,Seresta,F,2020_F_126,F_126,MUNNEKEZIJL,NA,Unknown,Clay
HeelEye2019.127.12.E.16S_000000000.JLBCC,HeelEye2019-127-12-E-16S,583,Eye,16S,2019-2020,127-12-E,127,127,12,Seresta,F,2020_F_127,F_127,KLOOSTERBUREN,Wintertarwe,Wheat,Clay
HeelEye2019.127.34.E.16S_000000000.JFHYF,HeelEye2019-127-34-E-16S,46,Eye,16S,2019-2020,127-34-E,127,127,34,Seresta,F,2020_F_127,F_127,KLOOSTERBUREN,Wintertarwe,Wheat,Clay
HeelEye2019.128.12.E.16S_000000000.JK6WL,HeelEye2019-128-12-E-16S,709,Eye,16S,2019-2020,128-12-E,128,128,12,Seresta,F,2020_F_128,F_128,WARFFUM,Wintertarwe,Wheat,Clay
HeelEye2019.128.34.E.16S_000000000.JLBMN,HeelEye2019-128-34-E-16S,391,Eye,16S,2019-2020,128-34-E,128,128,34,Seresta,F,2020_F_128,F_128,WARFFUM,Wintertarwe,Wheat,Clay
HeelEye2019.130.12.E.16S_000000000.JH6L7,HeelEye2019-130-12-E-16S,80,Eye,16S,2019-2020,130-12-E,130,130,12,Seresta,F,2020_F_130,F_130,ST. ANNAPAROCHIE,NA,Unknown,Clay
