,Variety,Batch,50,50_method2,50_method1
0,CHALLENGER,1,981.793635855572,-0.695206935670143,-1.1162529883263528
1,CHALLENGER,10,1064.61877159055,0.908909364794642,-0.3546985712520646
2,CHALLENGER,11,1064.60289621872,0.9086018984379295,-0.3548445409439057
3,CHALLENGER,12,938.343404222565,-1.5367295507914642,-1.5157659565742665
4,CHALLENGER,13,1051.49893294512,0.6548108131430778,-0.47533189087256805
5,CHALLENGER,14,996.442788033621,-0.4114893952366568,-0.9815580500254514
6,CHALLENGER,15,1027.27965792541,0.18574386263581283,-0.6980214851113843
7,CHALLENGER,16,1102.67193266981,1.6459041844200863,-0.004810187171681755
8,CHALLENGER,17,1064.57965288736,0.9081517330819573,-0.355058257003742
9,CHALLENGER,18,1004.94497224923,-0.24682329274510312,-0.9033827969851853
10,CHALLENGER,19,1045.95282755797,0.5473965846401515,-0.5263268094762433
11,CHALLENGER,2,1040.42768540845,0.4403883617645553,-0.5771289768568554
12,CHALLENGER,20,949.587475756117,-1.3189599296431633,-1.4123798013173
13,CHALLENGER,21,944.842594001419,-1.4108564547613784,-1.4560076882711808
14,CHALLENGER,22,973.497466564919,-0.8558830428984429,-1.1925339906093915
15,CHALLENGER,23,934.632314046475,-1.608604111468419,-1.5498884133705408
16,CHALLENGER,24,983.823328381223,-0.6558968538159309,-1.0975905219808932
17,CHALLENGER,25,1008.65291885986,-0.17500961509056776,-0.8692892444115257
18,CHALLENGER,26,973.400547964177,-0.8577601144648085,-1.1934251305735675
19,CHALLENGER,27,1092.81581319013,1.455015732787808,-0.09543450379193706
20,CHALLENGER,28,1092.05099484952,1.4402031091056382,-0.1024667987635343
21,CHALLENGER,29,1077.33482431366,1.1551875902355195,-0.23777795249183217
22,CHALLENGER,3,1093.55818506519,1.4693936244172365,-0.08860859791751005
23,CHALLENGER,30,1060.08241339419,0.8210514209113704,-0.3964091412524966
24,CHALLENGER,4,1011.603004619,-0.11787381190700709,-0.84216401460436
25,CHALLENGER,5,1035.13995921906,0.3379782938844859,-0.6257481695702185
26,CHALLENGER,6,994.686300855188,-0.44550817093172396,-0.9977084681008312
27,CHALLENGER,7,999.258268486787,-0.356960561103323,-0.955670479105488
28,CHALLENGER,8,919.087251548565,-1.9096732002584609,-1.6928210014541818
29,CHALLENGER,9,1003.46423224285,-0.275501533473676,-0.9169977954079532
30,COLOMBA,31,1217.01792819718,-0.11769206982963144,1.0465698944410327
31,COLOMBA,32,1191.23802952414,-0.3569451496902579,0.8095307935453612
32,COLOMBA,33,1295.21914319575,0.6080625878803787,1.765608627963885
33,COLOMBA,34,1209.36856671824,-0.18868277914213843,0.9762361126682534
34,COLOMBA,35,1305.51942627736,0.7036554558728629,1.8603169071391286
35,COLOMBA,36,1335.53553136738,0.9822230980225849,2.1363067647086234
36,COLOMBA,37,1131.44314261788,-0.9118779302136182,0.2597332008480399
37,COLOMBA,38,1333.16991433661,0.9602687386373655,2.1145555646302614
38,COLOMBA,39,1257.68086142533,0.259684588410534,1.420454417977246
39,COLOMBA,40,1170.37624611854,-0.5505551399573987,0.6177124142623142
40,COLOMBA,41,1061.19346307076,-1.5638375210574498,-0.3861933440639705
41,COLOMBA,42,1268.57280224424,0.3607683986936634,1.5206028278475796
42,COLOMBA,43,1462.77338690285,2.1630674914708146,3.3062239648705543
43,COLOMBA,44,1222.58509231666,-0.06602541362713531,1.0977584423153581
44,COLOMBA,45,1401.20803629318,1.5917037350466334,2.740147443782268
45,COLOMBA,46,1024.46745668816,-1.9046771127664397,-0.7238789045399785
